event_id,shipment_id,event_type,location,event_time,duration_minutes
1681,SHP0255,Arrival,Pune,2026-08-04 07:59:00,0
1682,SHP0256,Departure,Chennai,2026-08-04 07:53:00,0
1683,SHP0256,Checkpoint,Fuel Station,2026-08-04 10:43:00,0
1684,SHP0256,Rest Stop,Cold Storage Facility,2026-08-04 09:53:00,37
1685,SHP0256,Route Deviation,Rest Area,2026-08-04 08:10:00,17
1686,SHP0256,Cold Storage Stop,Fuel Station,2026-08-04 09:35:00,19
1687,SHP0256,Checkpoint,Rest Area,2026-08-04 09:27:00,0
1688,SHP0256,Rest Stop,Rest Area,2026-08-04 08:57:00,25
1689,SHP0256,Arrival,Madurai,2026-08-04 11:22:00,0
1690,SHP0257,Departure,Mumbai,2026-08-02 10:06:00,0
1691,SHP0257,Traffic Delay,Fuel Station,2026-08-02 10:28:00,29
1692,SHP0257,Checkpoint,Highway Checkpoint,2026-08-02 10:50:00,0
1693,SHP0257,Cold Storage Stop,Highway Checkpoint,2026-08-02 10:21:00,15
1694,SHP0257,Cold Storage Stop,City Entry,2026-08-02 10:26:00,17
1695,SHP0257,Arrival,Madurai,2026-08-02 11:29:00,0
1696,SHP0258,Departure,Coimbatore,2026-08-01 06:52:00,0
1697,SHP0258,Checkpoint,Fuel Station,2026-08-01 07:08:00,0
1698,SHP0258,Rest Stop,City Entry,2026-08-01 10:54:00,25
1699,SHP0258,Rest Stop,Cold Storage Facility,2026-08-01 10:54:00,37
1700,SHP0258,Arrival,Pune,2026-08-01 11:21:00,0
1701,SHP0259,Departure,Bangalore,2026-08-06 09:12:00,0
1702,SHP0259,Cold Storage Stop,Highway Checkpoint,2026-08-06 10:26:00,12
1703,SHP0259,Checkpoint,Distribution Center,2026-08-06 09:42:00,0
1704,SHP0259,Checkpoint,Distribution Center,2026-08-06 09:34:00,0
1705,SHP0259,Rest Stop,Highway Checkpoint,2026-08-06 11:08:00,14
1706,SHP0259,Arrival,Kochi,2026-08-06 11:48:00,0
1707,SHP0260,Departure,Bangalore,2026-08-07 06:29:00,0
1708,SHP0260,Checkpoint,Distribution Center,2026-08-07 08:34:00,0
1709,SHP0260,Rest Stop,Highway Checkpoint,2026-08-07 07:06:00,40
1710,SHP0260,Cold Storage Stop,City Entry,2026-08-07 06:40:00,12
1711,SHP0260,Checkpoint,Highway Checkpoint,2026-08-07 07:46:00,0
1712,SHP0260,Checkpoint,City Entry,2026-08-07 07:42:00,0
1713,SHP0260,Checkpoint,Highway Checkpoint,2026-08-07 07:32:00,0
1714,SHP0260,Arrival,Salem,2026-08-07 09:06:00,0
1715,SHP0261,Departure,Madurai,2026-08-07 08:02:00,0
1716,SHP0261,Rest Stop,Fuel Station,2026-08-07 09:46:00,26
1717,SHP0261,Cold Storage Stop,Fuel Station,2026-08-07 08:45:00,16
1718,SHP0261,Checkpoint,Rest Area,2026-08-07 08:52:00,0
1719,SHP0261,Checkpoint,Rest Area,2026-08-07 09:02:00,0
1720,SHP0261,Arrival,Bangalore,2026-08-07 10:05:00,0
1721,SHP0262,Departure,Pune,2026-08-02 09:08:00,0
1722,SHP0262,Traffic Delay,City Entry,2026-08-02 12:08:00,12
1723,SHP0262,Cold Storage Stop,Distribution Center,2026-08-02 09:43:00,16
1724,SHP0262,Checkpoint,Cold Storage Facility,2026-08-02 11:08:00,0
1725,SHP0262,Arrival,Bengaluru,2026-08-02 14:23:00,0
1726,SHP0263,Departure,Chennai,2026-08-03 10:03:00,0
1727,SHP0263,Rest Stop,City Entry,2026-08-03 13:23:00,11
1728,SHP0263,Checkpoint,Distribution Center,2026-08-03 12:53:00,0
1729,SHP0263,Route Deviation,Fuel Station,2026-08-03 14:51:00,57
1730,SHP0263,Checkpoint,Distribution Center,2026-08-03 14:49:00,0
1731,SHP0263,Traffic Delay,Rest Area,2026-08-03 10:38:00,39
1732,SHP0263,Cold Storage Stop,Cold Storage Facility,2026-08-03 12:33:00,8
1733,SHP0263,Arrival,Mumbai,2026-08-03 15:46:00,0
1734,SHP0264,Departure,Salem,2026-08-02 08:59:00,0
1735,SHP0264,Cold Storage Stop,Cold Storage Facility,2026-08-02 12:06:00,8
1736,SHP0264,Checkpoint,City Entry,2026-08-02 11:27:00,0
1737,SHP0264,Checkpoint,Fuel Station,2026-08-02 12:03:00,0
1738,SHP0264,Arrival,Bengaluru,2026-08-02 14:19:00,0
1739,SHP0265,Departure,Coimbatore,2026-08-05 06:46:00,0
1740,SHP0265,Checkpoint,Fuel Station,2026-08-05 07:00:00,0
1741,SHP0265,Checkpoint,Highway Checkpoint,2026-08-05 07:42:00,0
1742,SHP0265,Checkpoint,Rest Area,2026-08-05 07:46:00,0
1743,SHP0265,Arrival,Bengaluru,2026-08-05 08:51:00,0
1744,SHP0266,Departure,Bangalore,2026-08-03 10:38:00,0
1745,SHP0266,Rest Stop,Distribution Center,2026-08-03 12:02:00,20
1746,SHP0266,Checkpoint,Distribution Center,2026-08-03 12:13:00,0
1747,SHP0266,Checkpoint,Fuel Station,2026-08-03 13:43:00,0
1748,SHP0266,Checkpoint,Cold Storage Facility,2026-08-03 12:55:00,0
1749,SHP0266,Cold Storage Stop,Rest Area,2026-08-03 13:22:00,16
1750,SHP0266,Arrival,Salem,2026-08-03 14:22:00,0
1751,SHP0267,Departure,Mumbai,2026-08-06 08:38:00,0
1752,SHP0267,Cold Storage Stop,Cold Storage Facility,2026-08-06 09:31:00,13
1753,SHP0267,Checkpoint,Rest Area,2026-08-06 09:21:00,0
1754,SHP0267,Rest Stop,Highway Checkpoint,2026-08-06 09:14:00,15
1755,SHP0267,Arrival,Salem,2026-08-06 11:45:00,0
1756,SHP0268,Departure,Kochi,2026-08-02 07:18:00,0
1757,SHP0268,Route Deviation,Cold Storage Facility,2026-08-02 11:07:00,80
1758,SHP0268,Checkpoint,Fuel Station,2026-08-02 08:23:00,0
1759,SHP0268,Checkpoint,Highway Checkpoint,2026-08-02 08:17:00,0
1760,SHP0268,Checkpoint,Highway Checkpoint,2026-08-02 11:52:00,0
1761,SHP0268,Checkpoint,City Entry,2026-08-02 10:19:00,0
1762,SHP0268,Rest Stop,City Entry,2026-08-02 10:39:00,16
1763,SHP0268,Arrival,Salem,2026-08-02 12:09:00,0
1764,SHP0269,Departure,Coimbatore,2026-08-02 09:44:00,0
1765,SHP0269,Cold Storage Stop,Distribution Center,2026-08-02 10:36:00,7
1766,SHP0269,Checkpoint,City Entry,2026-08-02 11:34:00,0
1767,SHP0269,Traffic Delay,Highway Checkpoint,2026-08-02 10:49:00,10
1768,SHP0269,Checkpoint,Fuel Station,2026-08-02 14:02:00,0
1769,SHP0269,Checkpoint,Fuel Station,2026-08-02 11:30:00,0
1770,SHP0269,Arrival,Salem,2026-08-02 15:06:00,0
1771,SHP0270,Departure,Kochi,2026-08-04 07:45:00,0
1772,SHP0270,Checkpoint,Highway Checkpoint,2026-08-04 11:43:00,0
1773,SHP0270,Rest Stop,Distribution Center,2026-08-04 09:51:00,38
1774,SHP0270,Checkpoint,Fuel Station,2026-08-04 08:51:00,0
1775,SHP0270,Cold Storage Stop,Rest Area,2026-08-04 08:33:00,18
1776,SHP0270,Arrival,Mumbai,2026-08-04 13:28:00,0
1777,SHP0271,Departure,Hyderabad,2026-08-07 10:18:00,0
1778,SHP0271,Checkpoint,Rest Area,2026-08-07 11:11:00,0
1779,SHP0271,Cold Storage Stop,Distribution Center,2026-08-07 11:55:00,13
1780,SHP0271,Checkpoint,Distribution Center,2026-08-07 11:18:00,0
1781,SHP0271,Rest Stop,Distribution Center,2026-08-07 13:28:00,32
1782,SHP0271,Arrival,Bengaluru,2026-08-07 14:14:00,0
1783,SHP0272,Departure,Coimbatore,2026-08-02 09:44:00,0
1784,SHP0272,Checkpoint,Fuel Station,2026-08-02 11:11:00,0
1785,SHP0272,Checkpoint,City Entry,2026-08-02 11:12:00,0
1786,SHP0272,Checkpoint,Fuel Station,2026-08-02 11:49:00,0
1787,SHP0272,Checkpoint,Fuel Station,2026-08-02 10:32:00,0
1788,SHP0272,Cold Storage Stop,Fuel Station,2026-08-02 10:20:00,16
1789,SHP0272,Checkpoint,Rest Area,2026-08-02 11:21:00,0
1790,SHP0272,Arrival,Mumbai,2026-08-02 13:29:00,0
1791,SHP0273,Departure,Bangalore,2026-08-05 09:30:00,0
1792,SHP0273,Checkpoint,Highway Checkpoint,2026-08-05 12:57:00,0
1793,SHP0273,Checkpoint,Cold Storage Facility,2026-08-05 12:08:00,0
1794,SHP0273,Checkpoint,City Entry,2026-08-05 10:43:00,0
1795,SHP0273,Arrival,Madurai,2026-08-05 15:28:00,0
1796,SHP0274,Departure,Bengaluru,2026-08-04 10:47:00,0
1797,SHP0274,Checkpoint,City Entry,2026-08-04 13:10:00,0
1798,SHP0274,Rest Stop,Highway Checkpoint,2026-08-04 15:56:00,31
1799,SHP0274,Checkpoint,Highway Checkpoint,2026-08-04 13:25:00,0
1800,SHP0274,Traffic Delay,Cold Storage Facility,2026-08-04 15:20:00,25
1801,SHP0274,Checkpoint,City Entry,2026-08-04 15:37:00,0
1802,SHP0274,Arrival,Salem,2026-08-04 16:20:00,0
1803,SHP0275,Departure,Kochi,2026-08-01 05:33:00,0
1804,SHP0275,Cold Storage Stop,Distribution Center,2026-08-01 05:54:00,6
1805,SHP0275,Checkpoint,Rest Area,2026-08-01 07:08:00,0
1806,SHP0275,Checkpoint,Cold Storage Facility,2026-08-01 05:58:00,0
1807,SHP0275,Route Deviation,Distribution Center,2026-08-01 06:10:00,78
1808,SHP0275,Rest Stop,City Entry,2026-08-01 06:27:00,10
1809,SHP0275,Checkpoint,City Entry,2026-08-01 06:29:00,0
1810,SHP0275,Arrival,Salem,2026-08-01 07:27:00,0
1811,SHP0276,Departure,Chennai,2026-08-05 06:03:00,0
1812,SHP0276,Traffic Delay,Fuel Station,2026-08-05 07:08:00,16
1813,SHP0276,Route Deviation,Fuel Station,2026-08-05 06:51:00,59
1814,SHP0276,Checkpoint,Fuel Station,2026-08-05 06:42:00,0
1815,SHP0276,Checkpoint,Distribution Center,2026-08-05 07:19:00,0
1816,SHP0276,Checkpoint,City Entry,2026-08-05 06:24:00,0
1817,SHP0276,Arrival,Salem,2026-08-05 07:31:00,0
1818,SHP0277,Departure,Hyderabad,2026-08-05 06:18:00,0
1819,SHP0277,Checkpoint,Rest Area,2026-08-05 08:37:00,0
1820,SHP0277,Checkpoint,Rest Area,2026-08-05 06:29:00,0
1821,SHP0277,Checkpoint,City Entry,2026-08-05 08:03:00,0
1822,SHP0277,Traffic Delay,City Entry,2026-08-05 09:16:00,32
1823,SHP0277,Checkpoint,City Entry,2026-08-05 07:47:00,0
1824,SHP0277,Checkpoint,Distribution Center,2026-08-05 07:39:00,0
1825,SHP0277,Arrival,Kochi,2026-08-05 09:26:00,0
1826,SHP0278,Departure,Coimbatore,2026-08-06 10:50:00,0
1827,SHP0278,Checkpoint,Highway Checkpoint,2026-08-06 12:23:00,0
1828,SHP0278,Checkpoint,Highway Checkpoint,2026-08-06 13:18:00,0
1829,SHP0278,Checkpoint,Fuel Station,2026-08-06 12:38:00,0
1830,SHP0278,Checkpoint,Fuel Station,2026-08-06 11:44:00,0
1831,SHP0278,Checkpoint,Rest Area,2026-08-06 14:05:00,0
1832,SHP0278,Arrival,Chennai,2026-08-06 14:21:00,0
1833,SHP0279,Departure,Hyderabad,2026-08-01 05:22:00,0
1834,SHP0279,Checkpoint,Rest Area,2026-08-01 07:43:00,0
1835,SHP0279,Rest Stop,Rest Area,2026-08-01 09:57:00,22
1836,SHP0279,Checkpoint,Fuel Station,2026-08-01 08:11:00,0
1837,SHP0279,Arrival,Mumbai,2026-08-01 10:13:00,0
1838,SHP0280,Departure,Bangalore,2026-08-06 10:47:00,0
1839,SHP0280,Cold Storage Stop,Rest Area,2026-08-06 12:37:00,5
1840,SHP0280,Checkpoint,City Entry,2026-08-06 16:06:00,0
1841,SHP0280,Cold Storage Stop,Cold Storage Facility,2026-08-06 13:36:00,17
1842,SHP0280,Checkpoint,Highway Checkpoint,2026-08-06 13:05:00,0
1843,SHP0280,Arrival,Bengaluru,2026-08-06 16:34:00,0
1844,SHP0281,Departure,Hyderabad,2026-08-04 08:15:00,0
1845,SHP0281,Checkpoint,City Entry,2026-08-04 08:28:00,0
1846,SHP0281,Checkpoint,Distribution Center,2026-08-04 10:38:00,0
1847,SHP0281,Cold Storage Stop,Rest Area,2026-08-04 09:28:00,6
1848,SHP0281,Arrival,Mumbai,2026-08-04 13:36:00,0
1849,SHP0282,Departure,Kochi,2026-08-05 08:24:00,0
1850,SHP0282,Checkpoint,Highway Checkpoint,2026-08-05 12:08:00,0
1851,SHP0282,Checkpoint,Highway Checkpoint,2026-08-05 09:28:00,0
1852,SHP0282,Cold Storage Stop,Highway Checkpoint,2026-08-05 10:40:00,17
1853,SHP0282,Arrival,Chennai,2026-08-05 12:57:00,0
1854,SHP0283,Departure,Madurai,2026-08-01 05:00:00,0
1855,SHP0283,Checkpoint,Highway Checkpoint,2026-08-01 07:06:00,0
1856,SHP0283,Checkpoint,Fuel Station,2026-08-01 07:17:00,0
1857,SHP0283,Rest Stop,Cold Storage Facility,2026-08-01 07:46:00,11
1858,SHP0283,Checkpoint,Distribution Center,2026-08-01 06:03:00,0
1859,SHP0283,Arrival,Mumbai,2026-08-01 08:08:00,0
1860,SHP0284,Departure,Hyderabad,2026-08-04 08:53:00,0
1861,SHP0284,Checkpoint,City Entry,2026-08-04 09:14:00,0
1862,SHP0284,Checkpoint,Cold Storage Facility,2026-08-04 10:09:00,0
1863,SHP0284,Checkpoint,Highway Checkpoint,2026-08-04 09:56:00,0
1864,SHP0284,Checkpoint,Distribution Center,2026-08-04 09:45:00,0
1865,SHP0284,Checkpoint,Highway Checkpoint,2026-08-04 10:36:00,0
1866,SHP0284,Traffic Delay,Cold Storage Facility,2026-08-04 09:16:00,58
1867,SHP0284,Arrival,Bengaluru,2026-08-04 11:48:00,0
1868,SHP0285,Departure,Madurai,2026-08-04 09:47:00,0
1869,SHP0285,Rest Stop,Cold Storage Facility,2026-08-04 11:56:00,34
1870,SHP0285,Checkpoint,Distribution Center,2026-08-04 11:31:00,0
1871,SHP0285,Rest Stop,Fuel Station,2026-08-04 11:25:00,28
1872,SHP0285,Checkpoint,City Entry,2026-08-04 11:12:00,0
1873,SHP0285,Arrival,Bengaluru,2026-08-04 12:27:00,0
1874,SHP0286,Departure,Hyderabad,2026-08-05 08:11:00,0
1875,SHP0286,Cold Storage Stop,Highway Checkpoint,2026-08-05 08:28:00,19
1876,SHP0286,Checkpoint,City Entry,2026-08-05 09:20:00,0
1877,SHP0286,Checkpoint,Distribution Center,2026-08-05 09:01:00,0
1878,SHP0286,Checkpoint,Fuel Station,2026-08-05 08:52:00,0
1879,SHP0286,Checkpoint,City Entry,2026-08-05 08:58:00,0
1880,SHP0286,Cold Storage Stop,Distribution Center,2026-08-05 09:38:00,7
1881,SHP0286,Arrival,Kochi,2026-08-05 09:49:00,0
1882,SHP0287,Departure,Coimbatore,2026-08-06 05:24:00,0
1883,SHP0287,Checkpoint,Cold Storage Facility,2026-08-06 06:01:00,0
1884,SHP0287,Checkpoint,Distribution Center,2026-08-06 06:19:00,0
1885,SHP0287,Checkpoint,Cold Storage Facility,2026-08-06 06:22:00,0
1886,SHP0287,Checkpoint,Highway Checkpoint,2026-08-06 06:33:00,0
1887,SHP0287,Arrival,Mumbai,2026-08-06 06:44:00,0
1888,SHP0288,Departure,Salem,2026-08-02 09:16:00,0
1889,SHP0288,Checkpoint,Highway Checkpoint,2026-08-02 09:31:00,0
1890,SHP0288,Rest Stop,Distribution Center,2026-08-02 10:35:00,28
1891,SHP0288,Checkpoint,Rest Area,2026-08-02 09:49:00,0
1892,SHP0288,Checkpoint,Fuel Station,2026-08-02 09:59:00,0
1893,SHP0288,Traffic Delay,Rest Area,2026-08-02 10:43:00,22
1894,SHP0288,Checkpoint,Rest Area,2026-08-02 10:48:00,0
1895,SHP0288,Arrival,Kochi,2026-08-02 11:22:00,0
1896,SHP0289,Departure,Coimbatore,2026-08-04 07:00:00,0
1897,SHP0289,Rest Stop,Rest Area,2026-08-04 08:44:00,27
1898,SHP0289,Checkpoint,City Entry,2026-08-04 07:52:00,0
1899,SHP0289,Checkpoint,Fuel Station,2026-08-04 09:54:00,0
1900,SHP0289,Checkpoint,Cold Storage Facility,2026-08-04 08:32:00,0
1901,SHP0289,Checkpoint,Cold Storage Facility,2026-08-04 09:49:00,0
1902,SHP0289,Arrival,Bengaluru,2026-08-04 10:49:00,0
1903,SHP0290,Departure,Pune,2026-08-03 05:09:00,0
1904,SHP0290,Checkpoint,Highway Checkpoint,2026-08-03 06:52:00,0
1905,SHP0290,Rest Stop,Rest Area,2026-08-03 07:30:00,35
1906,SHP0290,Rest Stop,Cold Storage Facility,2026-08-03 08:11:00,31
1907,SHP0290,Checkpoint,Highway Checkpoint,2026-08-03 07:10:00,0
1908,SHP0290,Checkpoint,Fuel Station,2026-08-03 07:08:00,0
1909,SHP0290,Rest Stop,Highway Checkpoint,2026-08-03 06:47:00,11
1910,SHP0290,Arrival,Coimbatore,2026-08-03 08:54:00,0
1911,SHP0291,Departure,Bengaluru,2026-08-03 10:39:00,0
1912,SHP0291,Checkpoint,Highway Checkpoint,2026-08-03 13:57:00,0
1913,SHP0291,Cold Storage Stop,Highway Checkpoint,2026-08-03 11:21:00,12
1914,SHP0291,Rest Stop,Rest Area,2026-08-03 13:33:00,32
1915,SHP0291,Arrival,Chennai,2026-08-03 14:13:00,0
1916,SHP0292,Departure,Pune,2026-08-03 09:22:00,0
1917,SHP0292,Rest Stop,Distribution Center,2026-08-03 10:17:00,30
1918,SHP0292,Checkpoint,Cold Storage Facility,2026-08-03 10:05:00,0
1919,SHP0292,Cold Storage Stop,Cold Storage Facility,2026-08-03 10:08:00,11
1920,SHP0292,Cold Storage Stop,Fuel Station,2026-08-03 10:08:00,15
1921,SHP0292,Checkpoint,Rest Area,2026-08-03 10:08:00,0
1922,SHP0292,Cold Storage Stop,Rest Area,2026-08-03 10:01:00,11
1923,SHP0292,Arrival,Bengaluru,2026-08-03 10:59:00,0
1924,SHP0293,Departure,Madurai,2026-08-01 06:11:00,0
1925,SHP0293,Checkpoint,Cold Storage Facility,2026-08-01 09:26:00,0
1926,SHP0293,Checkpoint,Highway Checkpoint,2026-08-01 08:11:00,0
1927,SHP0293,Cold Storage Stop,Highway Checkpoint,2026-08-01 09:15:00,15
1928,SHP0293,Checkpoint,Fuel Station,2026-08-01 06:53:00,0
1929,SHP0293,Arrival,Mumbai,2026-08-01 11:37:00,0
1930,SHP0294,Departure,Bangalore,2026-08-01 06:26:00,0
1931,SHP0294,Rest Stop,City Entry,2026-08-01 09:02:00,23
1932,SHP0294,Traffic Delay,Rest Area,2026-08-01 10:17:00,56
1933,SHP0294,Rest Stop,Highway Checkpoint,2026-08-01 11:25:00,33
1934,SHP0294,Checkpoint,Cold Storage Facility,2026-08-01 08:46:00,0
1935,SHP0294,Arrival,Mumbai,2026-08-01 12:04:00,0
1936,SHP0295,Departure,Mumbai,2026-08-05 05:22:00,0
1937,SHP0295,Checkpoint,City Entry,2026-08-05 06:54:00,0
1938,SHP0295,Checkpoint,Distribution Center,2026-08-05 05:36:00,0
1939,SHP0295,Checkpoint,Highway Checkpoint,2026-08-05 05:51:00,0
1940,SHP0295,Checkpoint,City Entry,2026-08-05 05:37:00,0
1941,SHP0295,Checkpoint,Cold Storage Facility,2026-08-05 06:07:00,0
1942,SHP0295,Checkpoint,City Entry,2026-08-05 07:05:00,0
1943,SHP0295,Arrival,Salem,2026-08-05 08:15:00,0
1944,SHP0296,Departure,Hyderabad,2026-08-03 07:23:00,0
1945,SHP0296,Checkpoint,Highway Checkpoint,2026-08-03 10:05:00,0
1946,SHP0296,Checkpoint,Cold Storage Facility,2026-08-03 08:21:00,0
1947,SHP0296,Checkpoint,Highway Checkpoint,2026-08-03 08:39:00,0
1948,SHP0296,Checkpoint,Highway Checkpoint,2026-08-03 08:15:00,0
1949,SHP0296,Checkpoint,Distribution Center,2026-08-03 10:13:00,0
1950,SHP0296,Checkpoint,Cold Storage Facility,2026-08-03 08:05:00,0
1951,SHP0296,Arrival,Madurai,2026-08-03 10:53:00,0
1952,SHP0297,Departure,Hyderabad,2026-08-07 09:30:00,0
1953,SHP0297,Traffic Delay,Cold Storage Facility,2026-08-07 11:23:00,16
1954,SHP0297,Checkpoint,City Entry,2026-08-07 09:58:00,0
1955,SHP0297,Checkpoint,Rest Area,2026-08-07 14:56:00,0
1956,SHP0297,Checkpoint,Rest Area,2026-08-07 13:25:00,0
1957,SHP0297,Rest Stop,City Entry,2026-08-07 09:56:00,40
1958,SHP0297,Arrival,Bengaluru,2026-08-07 15:17:00,0
1959,SHP0298,Departure,Chennai,2026-08-01 10:22:00,0
1960,SHP0298,Rest Stop,Highway Checkpoint,2026-08-01 13:32:00,13
1961,SHP0298,Checkpoint,Cold Storage Facility,2026-08-01 12:03:00,0
1962,SHP0298,Checkpoint,Highway Checkpoint,2026-08-01 12:07:00,0
1963,SHP0298,Arrival,Bangalore,2026-08-01 15:10:00,0
1964,SHP0299,Departure,Hyderabad,2026-08-06 09:15:00,0
1965,SHP0299,Checkpoint,Cold Storage Facility,2026-08-06 09:37:00,0
1966,SHP0299,Cold Storage Stop,Highway Checkpoint,2026-08-06 09:51:00,6
1967,SHP0299,Cold Storage Stop,City Entry,2026-08-06 09:37:00,11
1968,SHP0299,Rest Stop,Cold Storage Facility,2026-08-06 09:27:00,37
1969,SHP0299,Checkpoint,Fuel Station,2026-08-06 09:53:00,0
1970,SHP0299,Checkpoint,Distribution Center,2026-08-06 09:40:00,0
1971,SHP0299,Arrival,Bengaluru,2026-08-06 10:35:00,0
1972,SHP0300,Departure,Madurai,2026-08-01 05:24:00,0
1973,SHP0300,Checkpoint,Cold Storage Facility,2026-08-01 07:04:00,0
1974,SHP0300,Checkpoint,Rest Area,2026-08-01 06:09:00,0
1975,SHP0300,Checkpoint,Highway Checkpoint,2026-08-01 07:34:00,0
1976,SHP0300,Arrival,Salem,2026-08-01 08:35:00,0
1977,SHP0301,Departure,Mumbai,2026-08-03 05:58:00,0
1978,SHP0301,Rest Stop,Highway Checkpoint,2026-08-03 06:11:00,38
1979,SHP0301,Checkpoint,City Entry,2026-08-03 08:56:00,0
1980,SHP0301,Checkpoint,Rest Area,2026-08-03 11:06:00,0
1981,SHP0301,Checkpoint,Rest Area,2026-08-03 10:41:00,0
1982,SHP0301,Checkpoint,Cold Storage Facility,2026-08-03 06:48:00,0
1983,SHP0301,Checkpoint,Rest Area,2026-08-03 06:14:00,0
1984,SHP0301,Arrival,Kochi,2026-08-03 11:22:00,0
1985,SHP0302,Departure,Madurai,2026-08-07 09:28:00,0
1986,SHP0302,Traffic Delay,Rest Area,2026-08-07 13:51:00,35
1987,SHP0302,Checkpoint,Rest Area,2026-08-07 14:27:00,0
1988,SHP0302,Route Deviation,Distribution Center,2026-08-07 10:33:00,30
1989,SHP0302,Checkpoint,Distribution Center,2026-08-07 12:06:00,0
1990,SHP0302,Checkpoint,City Entry,2026-08-07 13:33:00,0
1991,SHP0302,Checkpoint,Distribution Center,2026-08-07 11:06:00,0
1992,SHP0302,Arrival,Mumbai,2026-08-07 14:37:00,0
1993,SHP0303,Departure,Chennai,2026-08-04 10:12:00,0
1994,SHP0303,Cold Storage Stop,City Entry,2026-08-04 12:55:00,5
1995,SHP0303,Checkpoint,Cold Storage Facility,2026-08-04 10:58:00,0
1996,SHP0303,Checkpoint,Cold Storage Facility,2026-08-04 11:48:00,0
1997,SHP0303,Arrival,Kochi,2026-08-04 13:56:00,0
1998,SHP0304,Departure,Mumbai,2026-08-04 05:10:00,0
1999,SHP0304,Rest Stop,Fuel Station,2026-08-04 07:11:00,39
2000,SHP0304,Checkpoint,Highway Checkpoint,2026-08-04 07:07:00,0
2001,SHP0304,Rest Stop,Highway Checkpoint,2026-08-04 06:44:00,11
2002,SHP0304,Rest Stop,Rest Area,2026-08-04 09:38:00,28
2003,SHP0304,Checkpoint,Fuel Station,2026-08-04 08:45:00,0
2004,SHP0304,Checkpoint,Rest Area,2026-08-04 09:36:00,0
2005,SHP0304,Arrival,Bangalore,2026-08-04 10:45:00,0
2006,SHP0305,Departure,Mumbai,2026-08-07 10:04:00,0
2007,SHP0305,Rest Stop,Highway Checkpoint,2026-08-07 12:32:00,18
2008,SHP0305,Checkpoint,Highway Checkpoint,2026-08-07 10:31:00,0
2009,SHP0305,Checkpoint,Distribution Center,2026-08-07 10:31:00,0
2010,SHP0305,Checkpoint,City Entry,2026-08-07 11:57:00,0
2011,SHP0305,Cold Storage Stop,Fuel Station,2026-08-07 11:32:00,13
2012,SHP0305,Arrival,Chennai,2026-08-07 12:51:00,0
2013,SHP0306,Departure,Hyderabad,2026-08-03 05:13:00,0
2014,SHP0306,Traffic Delay,Cold Storage Facility,2026-08-03 10:37:00,56
2015,SHP0306,Cold Storage Stop,City Entry,2026-08-03 07:51:00,7
2016,SHP0306,Checkpoint,Fuel Station,2026-08-03 08:17:00,0
2017,SHP0306,Cold Storage Stop,Distribution Center,2026-08-03 05:56:00,11
2018,SHP0306,Arrival,Salem,2026-08-03 10:48:00,0
2019,SHP0307,Departure,Salem,2026-08-03 10:43:00,0
2020,SHP0307,Rest Stop,Cold Storage Facility,2026-08-03 12:17:00,24
2021,SHP0307,Checkpoint,Rest Area,2026-08-03 12:06:00,0
2022,SHP0307,Cold Storage Stop,Rest Area,2026-08-03 12:50:00,15
2023,SHP0307,Arrival,Bangalore,2026-08-03 13:01:00,0
2024,SHP0308,Departure,Chennai,2026-08-04 10:21:00,0
2025,SHP0308,Checkpoint,Highway Checkpoint,2026-08-04 11:10:00,0
2026,SHP0308,Rest Stop,Highway Checkpoint,2026-08-04 10:52:00,19
2027,SHP0308,Traffic Delay,City Entry,2026-08-04 10:47:00,22
2028,SHP0308,Checkpoint,Cold Storage Facility,2026-08-04 10:47:00,0
2029,SHP0308,Cold Storage Stop,Cold Storage Facility,2026-08-04 10:41:00,10
2030,SHP0308,Rest Stop,Rest Area,2026-08-04 11:16:00,39
2031,SHP0308,Arrival,Pune,2026-08-04 11:40:00,0
2032,SHP0309,Departure,Bangalore,2026-08-05 06:50:00,0
2033,SHP0309,Checkpoint,Distribution Center,2026-08-05 07:11:00,0
2034,SHP0309,Rest Stop,Rest Area,2026-08-05 07:01:00,38
2035,SHP0309,Checkpoint,Distribution Center,2026-08-05 07:27:00,0
2036,SHP0309,Checkpoint,Rest Area,2026-08-05 08:09:00,0
2037,SHP0309,Checkpoint,Cold Storage Facility,2026-08-05 09:38:00,0
2038,SHP0309,Rest Stop,Distribution Center,2026-08-05 07:31:00,19
2039,SHP0309,Arrival,Chennai,2026-08-05 09:58:00,0
2040,SHP0310,Departure,Mumbai,2026-08-05 09:52:00,0
2041,SHP0310,Checkpoint,City Entry,2026-08-05 11:16:00,0
2042,SHP0310,Checkpoint,Distribution Center,2026-08-05 12:24:00,0
2043,SHP0310,Cold Storage Stop,Fuel Station,2026-08-05 10:22:00,13
2044,SHP0310,Arrival,Bangalore,2026-08-05 12:48:00,0
2045,SHP0311,Departure,Kochi,2026-08-04 08:28:00,0
2046,SHP0311,Checkpoint,Rest Area,2026-08-04 11:41:00,0
2047,SHP0311,Checkpoint,Highway Checkpoint,2026-08-04 11:34:00,0
2048,SHP0311,Checkpoint,City Entry,2026-08-04 11:58:00,0
2049,SHP0311,Checkpoint,Fuel Station,2026-08-04 12:25:00,0
2050,SHP0311,Checkpoint,Cold Storage Facility,2026-08-04 09:55:00,0
2051,SHP0311,Arrival,Salem,2026-08-04 12:55:00,0
2052,SHP0312,Departure,Salem,2026-08-07 05:24:00,0
