shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,shipment_status,product_name,product_type,min_temperature_c,max_temperature_c,quantity,expiry_date,vehicle_type,capacity_kg,total_raw_sensor_records,available_temperature_records,missing_temperature_records,offline_observations,raw_average_temperature,raw_min_temperature,raw_max_temperature,minimum_battery_level,minimum_signal_strength,sensor_reliability,total_sensor_records,excursion_records,total_excursion_minutes,temperature_status,sensors_used,valid_calibration_sensors,invalid_calibration_sensors,maximum_calibration_error,average_calibration_error,calibration_status,total_handovers,signed_handovers,missing_handover_signatures,custody_locations,custody_evidence_quality,custody_status,total_route_events,traffic_delay_events,traffic_delay_minutes,route_deviation_events,route_deviation_minutes,total_route_event_minutes,route_reliability,route_status,overall_compliance,compliance_reason,audit_conclusion,evidence_completeness,evidence_completeness_percent
SHP0234,B0234,V023,Coimbatore,Bangalore,2026-08-07 08:58:00,2026-08-07 14:05:00,Completed,Cheese,Chilled,2.0,8.0,86,2026-08-23,Refrigerated Van,750.0,62,62,0,0,4.98983870967742,4.15,5.81,70.08,70,Reliable,62,0,0.0,Compliant,1,1,0,0.198,0.198,Valid,2,2,0,Hyderabad DC -> Coimbatore Hub,Complete,Complete,6,0,0,0,0,16,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0235,B0235,V090,Bengaluru,Pune,2026-08-02 06:39:00,2026-08-02 10:53:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,212,2026-08-24,Refrigerated Truck,3000.0,51,51,0,0,-20.94921568627451,-21.96,-20.13,71.88,70,Review,51,0,0.0,Compliant,1,0,1,0.953,0.953,Review,2,2,0,Pune DC -> Chennai Warehouse,Complete,Complete,5,2,47,0,0,47,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0236,B0236,V085,Madurai,Bengaluru,2026-08-02 05:55:00,2026-08-02 08:01:00,Completed,Yogurt,Chilled,2.0,8.0,289,2026-08-06,Refrigerated Van,1200.0,26,26,0,0,5.901538461538461,4.18,11.34,71.71,70,Reliable,26,4,20.0,Critical,1,1,0,0.381,0.381,Valid,2,2,0,Salem Hub -> Kochi Hub,Complete,Complete,7,0,0,1,34,68,Low,Deviation,Non-Compliant,Temperature: Critical; Route deviation,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0237,B0237,V007,Pune,Bangalore,2026-08-07 08:28:00,2026-08-07 09:51:00,Completed,Fresh Cream,Chilled,2.0,8.0,205,2026-08-04,Refrigerated Van,750.0,17,17,0,0,4.878823529411765,3.9,5.86,70.38,70,Review,17,0,0.0,Compliant,1,0,1,0.967,0.967,Review,3,3,0,Kochi Hub -> Madurai Store -> Pune DC,Complete,Complete,8,0,0,0,0,25,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0238,B0238,V033,Bangalore,Kochi,2026-08-06 10:20:00,2026-08-06 11:26:00,Completed,Fresh Paneer,Chilled,2.0,8.0,112,2026-08-10,Refrigerated Truck,2500.0,14,14,0,0,5.375,4.18,10.48,71.5,70,Review,14,1,5.0,Warning,1,0,1,0.905,0.905,Review,2,2,0,Pune DC -> Salem Hub,Complete,Complete,8,0,0,1,32,32,Low,Deviation,Review,Temperature: Warning; Calibration issue; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0239,B0239,V091,Mumbai,Bengaluru,2026-08-03 10:36:00,2026-08-03 13:30:00,Completed,Cheese,Chilled,2.0,8.0,118,2026-08-11,Refrigerated Truck,1500.0,35,35,0,0,4.998571428571428,3.88,5.96,72.97,70,Reliable,35,0,0.0,Compliant,1,1,0,0.387,0.387,Valid,4,4,0,Bangalore DC -> Chennai Warehouse -> Hyderabad DC -> Chennai Warehouse,Complete,Complete,5,0,0,0,0,34,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0240,B0240,V085,Madurai,Mumbai,2026-08-05 09:44:00,2026-08-05 11:32:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,59,2026-08-13,Refrigerated Van,1200.0,22,22,0,4,-20.085454545454546,-21.68,-15.39,70.1,0,Partial,22,4,20.0,Critical,1,1,0,0.391,0.391,Valid,4,4,0,Pune DC -> Madurai Store -> Salem Hub -> Hyderabad DC,Complete,Complete,7,0,0,0,0,44,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0241,B0241,V079,Salem,Hyderabad,2026-08-01 08:22:00,2026-08-01 12:39:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,296,2026-08-30,Refrigerated Van,500.0,52,52,0,0,-20.990576923076922,-21.75,-19.99,70.48,70,Reliable,52,0,0.0,Compliant,1,1,0,0.181,0.181,Valid,2,1,1,Pune DC -> Salem Hub,Incomplete,Review,7,0,0,0,0,48,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0242,B0242,V091,Coimbatore,Mumbai,2026-08-02 09:03:00,2026-08-02 10:08:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,87,2026-08-23,Refrigerated Truck,1500.0,14,14,0,0,-21.14142857142857,-21.54,-20.73,70.48,71,Reliable,14,0,0.0,Compliant,1,1,0,0.387,0.387,Valid,2,2,0,Madurai Store -> Hyderabad DC,Complete,Complete,5,0,0,0,0,16,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0243,B0243,V080,Coimbatore,Mumbai,2026-08-01 08:54:00,2026-08-01 14:07:00,Completed,Yogurt,Chilled,2.0,8.0,103,2026-08-09,Refrigerated Van,750.0,63,63,0,0,4.930634920634921,3.43,5.63,70.18,70,Reliable,63,0,0.0,Compliant,1,1,0,0.051,0.051,Valid,4,3,1,Chennai Warehouse -> Bangalore DC -> Salem Hub -> Hyderabad DC,Incomplete,Review,8,0,0,0,0,36,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0244,B0244,V059,Coimbatore,Bangalore,2026-08-06 08:20:00,2026-08-06 11:23:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,42,2026-08-17,Refrigerated Truck,2000.0,37,37,0,0,-20.976756756756757,-21.83,-20.08,70.04,70,Review,37,0,0.0,Compliant,1,0,1,0.283,0.283,Review,4,4,0,Hyderabad DC -> Kochi Hub -> Salem Hub -> Salem Hub,Complete,Complete,8,1,10,0,0,72,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0245,B0245,V090,Madurai,Kochi,2026-08-07 05:32:00,2026-08-07 08:26:00,Completed,Yogurt,Chilled,2.0,8.0,247,2026-08-23,Refrigerated Truck,3000.0,35,35,0,0,4.905142857142857,4.32,5.87,70.02,70,Review,35,0,0.0,Compliant,1,0,1,0.953,0.953,Review,4,4,0,Pune DC -> Kochi Hub -> Pune DC -> Bangalore DC,Complete,Complete,8,0,0,0,0,56,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0246,B0246,V010,Mumbai,Salem,2026-08-04 08:52:00,2026-08-04 11:52:00,Completed,Cheese,Chilled,2.0,8.0,139,2026-08-21,Refrigerated Truck,2500.0,37,36,1,0,5.050833333333333,4.46,5.82,71.15,70,Review,37,0,0.0,Compliant,1,0,1,0.736,0.736,Review,3,3,0,Salem Hub -> Coimbatore Hub -> Hyderabad DC,Complete,Complete,8,0,0,0,0,55,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0247,B0247,V062,Bangalore,Pune,2026-08-06 08:51:00,2026-08-06 14:44:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,260,2026-08-30,Refrigerated Truck,3000.0,71,71,0,0,-20.966056338028167,-21.94,-20.07,70.13,70,Reliable,71,0,0.0,Compliant,1,1,0,0.358,0.358,Valid,4,4,0,Coimbatore Hub -> Bangalore DC -> Chennai Warehouse -> Madurai Store,Complete,Complete,7,1,35,0,0,51,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0248,B0248,V005,Pune,Bangalore,2026-08-05 08:28:00,2026-08-05 12:09:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,245,2026-08-18,Refrigerated Truck,1500.0,45,45,0,0,-21.046444444444443,-21.8,-20.33,70.0,70,Reliable,45,0,0.0,Compliant,1,1,0,0.115,0.115,Valid,2,2,0,Pune DC -> Hyderabad DC,Complete,Complete,6,1,25,0,0,25,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0249,B0249,V057,Bangalore,Pune,2026-08-07 10:41:00,2026-08-07 11:50:00,Completed,Cheese,Chilled,2.0,8.0,277,2026-08-20,Refrigerated Van,1000.0,14,14,0,0,5.487857142857143,4.47,10.06,72.86,71,Reliable,14,1,5.0,Warning,1,1,0,0.238,0.238,Valid,2,2,0,Coimbatore Hub -> Pune DC,Complete,Complete,8,1,51,0,0,87,Moderate,Delayed,Review,Temperature: Warning; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0250,B0250,V087,Bangalore,Salem,2026-08-05 08:02:00,2026-08-05 13:47:00,Completed,Yogurt,Chilled,2.0,8.0,122,2026-08-29,Refrigerated Truck,2000.0,70,70,0,4,4.963571428571429,4.02,5.79,70.54,0,Partial,70,0,0.0,Compliant,1,1,0,0.342,0.342,Valid,3,3,0,Bangalore DC -> Kochi Hub -> Pune DC,Complete,Complete,6,0,0,0,0,29,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0251,B0251,V035,Mumbai,Chennai,2026-08-03 05:50:00,2026-08-03 09:25:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,46,2026-08-24,Refrigerated Van,750.0,44,44,0,0,-21.08,-22.09,-20.0,70.18,70,Reliable,44,0,0.0,Compliant,1,1,0,0.113,0.113,Valid,4,4,0,Salem Hub -> Bangalore DC -> Bangalore DC -> Bangalore DC,Complete,Complete,6,0,0,0,0,15,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0252,B0252,V012,Mumbai,Hyderabad,2026-08-01 10:42:00,2026-08-01 15:35:00,Completed,Fresh Paneer,Chilled,2.0,8.0,72,2026-08-26,Refrigerated Truck,2500.0,59,59,0,0,5.370508474576271,4.31,11.98,70.13,70,Reliable,59,4,20.0,Critical,1,1,0,0.242,0.242,Valid,2,1,1,Kochi Hub -> Pune DC,Incomplete,Review,6,0,0,0,0,25,High,Normal,Non-Compliant,Temperature: Critical; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0253,B0253,V045,Madurai,Chennai,2026-08-02 06:54:00,2026-08-02 11:46:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,62,2026-08-28,Refrigerated Truck,2000.0,59,59,0,0,-21.003389830508475,-22.1,-20.33,70.27,70,Review,59,0,0.0,Compliant,1,0,1,0.394,0.394,Review,4,4,0,Kochi Hub -> Chennai Warehouse -> Kochi Hub -> Kochi Hub,Complete,Complete,7,1,48,0,0,54,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0254,B0254,V082,Madurai,Mumbai,2026-08-02 09:38:00,2026-08-02 14:40:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,250,2026-08-20,Refrigerated Truck,1500.0,61,61,0,0,-20.95409836065574,-21.94,-20.21,70.07,71,Reliable,61,0,0.0,Compliant,1,1,0,0.394,0.394,Valid,4,4,0,Chennai Warehouse -> Hyderabad DC -> Coimbatore Hub -> Coimbatore Hub,Complete,Complete,7,0,0,0,0,61,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0255,B0255,V057,Madurai,Pune,2026-08-04 05:06:00,2026-08-04 07:59:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,66,2026-08-11,Refrigerated Van,1000.0,35,35,0,0,-20.98542857142857,-21.8,-20.18,70.12,70,Reliable,35,0,0.0,Compliant,1,1,0,0.238,0.238,Valid,3,3,0,Bangalore DC -> Hyderabad DC -> Hyderabad DC,Complete,Complete,5,1,13,0,0,52,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0256,B0256,V022,Chennai,Madurai,2026-08-04 07:53:00,2026-08-04 11:22:00,Completed,Fresh Paneer,Chilled,2.0,8.0,33,2026-08-17,Refrigerated Van,500.0,42,42,0,0,5.016190476190476,4.0,6.03,70.21,70,Review,42,0,0.0,Compliant,1,0,1,0.989,0.989,Review,3,2,1,Salem Hub -> Bangalore DC -> Bangalore DC,Incomplete,Review,8,0,0,1,17,98,Low,Deviation,Non-Compliant,Calibration issue; Missing custody signature; Route deviation,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0257,B0257,V021,Mumbai,Madurai,2026-08-02 10:06:00,2026-08-02 11:29:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,277,2026-08-15,Refrigerated Truck,2500.0,17,17,0,0,-20.97235294117647,-21.75,-20.4,70.36,71,Review,17,0,0.0,Compliant,1,0,1,0.128,0.128,Review,2,2,0,Hyderabad DC -> Bangalore DC,Complete,Complete,6,1,29,0,0,61,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0258,B0258,V087,Coimbatore,Pune,2026-08-01 06:52:00,2026-08-01 11:21:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,61,2026-08-15,Refrigerated Truck,2000.0,54,54,0,0,-21.005555555555556,-21.61,-19.95,70.4,70,Reliable,54,0,0.0,Compliant,1,1,0,0.052,0.052,Valid,4,4,0,Kochi Hub -> Chennai Warehouse -> Pune DC -> Coimbatore Hub,Complete,Complete,5,0,0,0,0,62,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0259,B0259,V021,Bangalore,Kochi,2026-08-06 09:12:00,2026-08-06 11:48:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,183,2026-08-07,Refrigerated Truck,2500.0,32,32,0,0,-21.035,-21.59,-20.24,70.81,70,Review,32,0,0.0,Compliant,1,0,1,0.128,0.128,Review,3,3,0,Madurai Store -> Chennai Warehouse -> Bangalore DC,Complete,Complete,6,0,0,0,0,26,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0260,B0260,V005,Bangalore,Salem,2026-08-07 06:29:00,2026-08-07 09:06:00,Completed,Yogurt,Chilled,2.0,8.0,90,2026-08-05,Refrigerated Truck,1500.0,32,32,0,0,5.000625,4.24,5.85,70.51,70,Reliable,32,0,0.0,Compliant,1,1,0,0.115,0.115,Valid,3,3,0,Chennai Warehouse -> Coimbatore Hub -> Chennai Warehouse,Complete,Complete,8,0,0,0,0,52,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0261,B0261,V065,Madurai,Bangalore,2026-08-07 08:02:00,2026-08-07 10:05:00,Completed,Cheese,Chilled,2.0,8.0,91,2026-08-28,Refrigerated Van,500.0,25,25,0,0,4.8648,3.88,5.75,70.8,71,Reliable,25,0,0.0,Compliant,1,1,0,0.21,0.21,Valid,3,3,0,Madurai Store -> Chennai Warehouse -> Hyderabad DC,Complete,Complete,6,0,0,0,0,42,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0262,B0262,V034,Pune,Bengaluru,2026-08-02 09:08:00,2026-08-02 14:23:00,Completed,Cheese,Chilled,2.0,8.0,22,2026-08-06,Refrigerated Van,1000.0,64,64,0,0,5.00734375,4.11,6.12,70.65,70,Reliable,64,0,0.0,Compliant,1,1,0,0.136,0.136,Valid,3,3,0,Madurai Store -> Chennai Warehouse -> Hyderabad DC,Complete,Complete,5,1,12,0,0,28,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0263,B0263,V071,Chennai,Mumbai,2026-08-03 10:03:00,2026-08-03 15:46:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,130,2026-08-30,Refrigerated Truck,2000.0,69,69,0,0,-21.0136231884058,-21.76,-20.21,70.39,70,Reliable,69,0,0.0,Compliant,1,1,0,0.15,0.15,Valid,3,3,0,Chennai Warehouse -> Chennai Warehouse -> Chennai Warehouse,Complete,Complete,8,1,39,1,57,115,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0264,B0264,V004,Salem,Bengaluru,2026-08-02 08:59:00,2026-08-02 14:19:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,290,2026-08-17,Refrigerated Van,500.0,65,65,0,0,-21.07553846153846,-22.29,-20.14,70.02,70,Review,65,0,0.0,Compliant,1,0,1,0.8,0.8,Review,2,0,2,Chennai Warehouse -> Hyderabad DC,Incomplete,Review,5,0,0,0,0,8,High,Normal,Non-Compliant,Calibration issue; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0265,B0265,V037,Coimbatore,Bengaluru,2026-08-05 06:46:00,2026-08-05 08:51:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,141,2026-08-13,Refrigerated Truck,2500.0,26,26,0,0,-20.89076923076923,-22.21,-20.2,71.0,70,Reliable,26,0,0.0,Compliant,1,1,0,0.3,0.3,Valid,3,2,1,Salem Hub -> Pune DC -> Coimbatore Hub,Incomplete,Review,5,0,0,0,0,0,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0266,B0266,V058,Bangalore,Salem,2026-08-03 10:38:00,2026-08-03 14:22:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,142,2026-08-17,Refrigerated Van,500.0,45,44,1,4,-21.045909090909092,-21.76,-20.32,70.15,0,Partial,45,0,0.0,Compliant,1,1,0,0.055,0.055,Valid,2,2,0,Chennai Warehouse -> Bangalore DC,Complete,Complete,7,0,0,0,0,36,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0267,B0267,V072,Mumbai,Salem,2026-08-06 08:38:00,2026-08-06 11:45:00,Completed,Fresh Milk,Chilled,2.0,8.0,76,2026-08-30,Refrigerated Van,1000.0,38,38,0,0,4.926052631578948,4.47,5.66,72.76,72,Reliable,38,0,0.0,Compliant,1,1,0,0.136,0.136,Valid,3,3,0,Pune DC -> Salem Hub -> Madurai Store,Complete,Complete,5,0,0,0,0,28,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0268,B0268,V001,Kochi,Salem,2026-08-02 07:18:00,2026-08-02 12:09:00,Completed,Fresh Cream,Chilled,2.0,8.0,294,2026-08-04,Refrigerated Van,500.0,59,59,0,0,4.930677966101695,4.22,5.59,70.77,70,Reliable,59,0,0.0,Compliant,1,1,0,0.359,0.359,Valid,3,3,0,Coimbatore Hub -> Coimbatore Hub -> Kochi Hub,Complete,Complete,8,0,0,1,80,96,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0269,B0269,V024,Coimbatore,Salem,2026-08-02 09:44:00,2026-08-02 15:06:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,169,2026-08-17,Refrigerated Truck,1500.0,65,65,0,0,-21.025692307692307,-22.19,-20.11,70.83,70,Reliable,65,0,0.0,Compliant,1,1,0,0.236,0.236,Valid,2,2,0,Madurai Store -> Hyderabad DC,Complete,Complete,7,1,10,0,0,17,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0270,B0270,V070,Kochi,Mumbai,2026-08-04 07:45:00,2026-08-04 13:28:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,200,2026-08-11,Refrigerated Van,1000.0,69,69,0,0,-20.96710144927536,-21.67,-20.13,70.1,70,Reliable,69,0,0.0,Compliant,1,1,0,0.13,0.13,Valid,2,2,0,Pune DC -> Kochi Hub,Complete,Complete,6,0,0,0,0,56,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0271,B0271,V086,Hyderabad,Bengaluru,2026-08-07 10:18:00,2026-08-07 14:14:00,Completed,Yogurt,Chilled,2.0,8.0,63,2026-08-20,Refrigerated Van,1200.0,48,47,1,0,4.966595744680851,3.82,5.69,70.04,70,Partial,48,0,0.0,Compliant,1,1,0,0.051,0.051,Valid,3,3,0,Coimbatore Hub -> Hyderabad DC -> Madurai Store,Complete,Complete,6,0,0,0,0,45,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0272,B0272,V020,Coimbatore,Mumbai,2026-08-02 09:44:00,2026-08-02 13:29:00,Completed,Fresh Milk,Chilled,2.0,8.0,289,2026-08-21,Refrigerated Truck,1500.0,46,46,0,0,4.991739130434783,4.25,5.59,70.44,70,Review,46,0,0.0,Compliant,1,0,1,0.703,0.703,Review,4,4,0,Hyderabad DC -> Hyderabad DC -> Bangalore DC -> Bangalore DC,Complete,Complete,8,0,0,0,0,16,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0273,B0273,V032,Bangalore,Madurai,2026-08-05 09:30:00,2026-08-05 15:28:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,260,2026-08-05,Refrigerated Van,1200.0,72,72,0,0,-20.97722222222222,-22.35,-20.06,70.06,70,Reliable,72,0,0.0,Compliant,1,1,0,0.252,0.252,Valid,2,2,0,Pune DC -> Chennai Warehouse,Complete,Complete,5,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0274,B0274,V006,Bengaluru,Salem,2026-08-04 10:47:00,2026-08-04 16:20:00,Completed,Fresh Paneer,Chilled,2.0,8.0,149,2026-08-27,Refrigerated Van,500.0,67,67,0,0,5.025223880597015,3.89,6.09,70.07,70,Reliable,67,0,0.0,Compliant,1,1,0,0.105,0.105,Valid,2,2,0,Kochi Hub -> Chennai Warehouse,Complete,Complete,7,1,25,0,0,56,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0275,B0275,V096,Kochi,Salem,2026-08-01 05:33:00,2026-08-01 07:27:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,54,2026-08-15,Refrigerated Truck,2000.0,23,23,0,0,-21.135217391304348,-21.87,-20.22,72.95,70,Reliable,23,0,0.0,Compliant,1,1,0,0.287,0.287,Valid,4,4,0,Madurai Store -> Chennai Warehouse -> Bangalore DC -> Kochi Hub,Complete,Complete,8,0,0,1,78,94,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0276,B0276,V057,Chennai,Salem,2026-08-05 06:03:00,2026-08-05 07:31:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,190,2026-08-08,Refrigerated Van,1000.0,18,18,0,0,-20.976666666666667,-21.52,-20.36,73.3,74,Reliable,18,0,0.0,Compliant,1,1,0,0.238,0.238,Valid,2,2,0,Coimbatore Hub -> Madurai Store,Complete,Complete,7,1,16,1,59,75,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0277,B0277,V031,Hyderabad,Kochi,2026-08-05 06:18:00,2026-08-05 09:26:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,299,2026-08-14,Refrigerated Van,750.0,38,38,0,0,-20.91236842105263,-21.57,-19.65,70.13,74,Reliable,38,0,0.0,Compliant,1,1,0,0.229,0.229,Valid,3,2,1,Kochi Hub -> Coimbatore Hub -> Salem Hub,Incomplete,Review,8,1,32,0,0,32,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0278,B0278,V087,Coimbatore,Chennai,2026-08-06 10:50:00,2026-08-06 14:21:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,265,2026-08-24,Refrigerated Truck,2000.0,43,43,0,0,-21.09186046511628,-21.96,-20.31,71.47,70,Reliable,43,0,0.0,Compliant,1,1,0,0.052,0.052,Valid,4,4,0,Chennai Warehouse -> Chennai Warehouse -> Bangalore DC -> Pune DC,Complete,Complete,7,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0279,B0279,V095,Hyderabad,Mumbai,2026-08-01 05:22:00,2026-08-01 10:13:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,52,2026-08-26,Refrigerated Van,750.0,59,59,0,4,-20.72322033898305,-22.33,-15.75,70.36,0,Partial,59,4,20.0,Critical,1,1,0,0.261,0.261,Valid,2,2,0,Coimbatore Hub -> Coimbatore Hub,Complete,Complete,5,0,0,0,0,22,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0280,B0280,V001,Bangalore,Bengaluru,2026-08-06 10:47:00,2026-08-06 16:34:00,Completed,Fresh Milk,Chilled,2.0,8.0,170,2026-08-10,Refrigerated Van,500.0,70,70,0,0,5.012714285714286,3.84,5.75,70.13,70,Reliable,70,0,0.0,Compliant,1,1,0,0.359,0.359,Valid,4,3,1,Kochi Hub -> Chennai Warehouse -> Bangalore DC -> Hyderabad DC,Incomplete,Review,6,0,0,0,0,22,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0281,B0281,V062,Hyderabad,Mumbai,2026-08-04 08:15:00,2026-08-04 13:36:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,41,2026-08-14,Refrigerated Truck,3000.0,65,65,0,0,-20.95169230769231,-21.81,-19.99,70.92,70,Reliable,65,0,0.0,Compliant,1,1,0,0.358,0.358,Valid,2,1,1,Kochi Hub -> Chennai Warehouse,Incomplete,Review,5,0,0,0,0,6,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0282,B0282,V054,Kochi,Chennai,2026-08-05 08:24:00,2026-08-05 12:57:00,Completed,Fresh Cream,Chilled,2.0,8.0,223,2026-08-30,Refrigerated Truck,1500.0,55,55,0,4,5.099090909090909,3.81,6.04,70.11,0,Partial,55,0,0.0,Compliant,1,1,0,0.13,0.13,Valid,3,3,0,Salem Hub -> Coimbatore Hub -> Kochi Hub,Complete,Complete,5,0,0,0,0,17,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0283,B0283,V005,Madurai,Mumbai,2026-08-01 05:00:00,2026-08-01 08:08:00,Completed,Fresh Paneer,Chilled,2.0,8.0,38,2026-08-28,Refrigerated Truck,1500.0,38,37,1,0,4.931081081081081,3.88,5.84,70.34,70,Partial,38,0,0.0,Compliant,1,1,0,0.115,0.115,Valid,2,2,0,Pune DC -> Kochi Hub,Complete,Complete,6,0,0,0,0,11,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
