shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,status,total_sensor_records,excursion_records,total_excursion_minutes,max_temperature,min_temperature,average_temperature,review_records,recovered_records,temperature_status,sensors_used,invalid_calibration_sensors,max_calibration_error,calibration_status,total_handovers,missing_signatures,custody_status,traffic_delays,route_deviations,total_delay_minutes,route_status,overall_compliance,compliance_reason,dispatcher_override,override_reason
SHP0189,B0189,V024,Salem,Madurai,2026-08-04 07:16:00,2026-08-04 13:15:00,Completed,72,4,20.0,-15.136592403149836,-22.14001204372688,-20.738712967282137,2,0,Critical,1,0,0.332,Valid,4,1,Review,0,0,97,Normal,Non-Compliant,Temperature: Critical; Missing custody signature,No,
SHP0190,B0190,V093,Kochi,Pune,2026-08-05 05:30:00,2026-08-05 06:57:00,Completed,18,0,0.0,5.967511111725385,4.11257201361956,5.112143925088692,0,0,Compliant,1,0,0.15,Valid,4,1,Review,0,0,61,Normal,Review,Missing custody signature,No,
SHP0191,B0191,V075,Bengaluru,Bangalore,2026-08-04 08:56:00,2026-08-04 11:35:00,Completed,32,0,0.0,5.863648461841317,4.211164389342473,5.068923759854552,0,0,Compliant,1,0,0.368,Valid,3,0,Complete,0,0,16,Normal,Compliant,All compliance checks passed,No,
SHP0192,B0192,V039,Mumbai,Bangalore,2026-08-05 10:24:00,2026-08-05 15:55:00,Completed,67,0,0.0,5.883942266299385,3.744594133506384,5.024527285808383,0,0,Compliant,1,0,0.153,Valid,4,0,Complete,0,0,20,Normal,Compliant,All compliance checks passed,No,
SHP0193,B0193,V030,Kochi,Salem,2026-08-06 05:55:00,2026-08-06 08:12:00,Completed,28,4,20.0,11.6715791601142,4.398781256257008,5.7482851321420645,2,0,Critical,1,0,0.141,Valid,3,0,Complete,0,0,22,Normal,Non-Compliant,Temperature: Critical,No,
SHP0194,B0194,V042,Coimbatore,Hyderabad,2026-08-02 07:26:00,2026-08-02 13:17:00,Completed,71,0,0.0,-19.945332343221764,-21.958432915332168,-21.04838830146339,0,0,Compliant,1,0,0.15,Valid,4,1,Review,0,0,0,Normal,Review,Missing custody signature,No,
SHP0195,B0195,V070,Pune,Coimbatore,2026-08-01 07:55:00,2026-08-01 10:27:00,Completed,31,1,5.0,-6.362371486626661,-21.70725241308269,-20.521539060995387,2,0,Warning,1,0,0.13,Valid,3,0,Complete,0,0,34,Normal,Review,Temperature: Warning,No,
SHP0196,B0196,V021,Bangalore,Pune,2026-08-03 07:40:00,2026-08-03 10:10:00,Completed,31,1,5.0,-7.925445786935557,-22.29660553013165,-20.46721101357601,31,0,Warning,1,1,0.128,Review,4,1,Review,0,0,20,Normal,Non-Compliant,Temperature: Warning; Calibration issue; Missing custody signature,No,
SHP0197,B0197,V043,Madurai,Chennai,2026-08-04 05:28:00,2026-08-04 08:48:00,Completed,41,1,5.0,-2.9115015452513804,-22.534662219383748,-20.62389912923225,2,0,Warning,1,0,0.245,Valid,4,0,Complete,2,0,68,Delayed,Review,Temperature: Warning; Traffic delay,No,
SHP0198,B0198,V010,Hyderabad,Coimbatore,2026-08-07 09:48:00,2026-08-07 12:09:00,Completed,29,0,0.0,6.350953167633058,4.113671029991733,4.986003519439192,0,0,Compliant,1,0,0.291,Valid,4,0,Complete,0,0,38,Normal,Compliant,All compliance checks passed,No,
SHP0199,B0199,V020,Pune,Bangalore,2026-08-05 06:39:00,2026-08-05 11:21:00,Completed,57,0,0.0,-19.92066846562517,-22.177256626188694,-20.905304398663205,57,0,Compliant,1,1,0.703,Review,4,1,Review,0,0,0,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0200,B0200,V053,Salem,Pune,2026-08-05 08:00:00,2026-08-05 09:19:00,Completed,16,0,0.0,5.457359242859821,4.4588536444143845,5.011605357291471,0,0,Compliant,1,0,0.198,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0201,B0201,V006,Mumbai,Hyderabad,2026-08-01 10:23:00,2026-08-01 11:30:00,Completed,14,0,0.0,6.033429464066627,4.20402149207155,5.105367018815929,0,0,Compliant,1,0,0.105,Valid,3,0,Complete,0,1,39,Deviation,Review,Route deviation,No,
SHP0202,B0202,V060,Madurai,Mumbai,2026-08-07 06:01:00,2026-08-07 07:03:00,Completed,13,0,0.0,5.650572293843544,4.470540171663129,5.026328307038963,0,0,Compliant,1,0,0.285,Valid,2,0,Complete,0,0,72,Normal,Compliant,All compliance checks passed,No,
SHP0203,B0203,V056,Hyderabad,Madurai,2026-08-07 07:08:00,2026-08-07 09:00:00,Completed,23,0,0.0,5.652051985949765,4.023718394089967,4.92949693006746,0,0,Compliant,1,0,0.21,Valid,2,0,Complete,0,0,48,Normal,Compliant,All compliance checks passed,No,
SHP0204,B0204,V036,Salem,Mumbai,2026-08-05 09:19:00,2026-08-05 11:44:00,Completed,30,4,20.0,-15.067131257161764,-21.945942149116604,-20.29668543618097,0,0,Critical,1,0,0.336,Valid,2,0,Complete,0,0,18,Normal,Non-Compliant,Temperature: Critical,No,
SHP0205,B0205,V097,Bangalore,Chennai,2026-08-07 07:18:00,2026-08-07 12:11:00,Completed,59,1,5.0,9.137610027773142,4.1351870800290245,5.016944660688695,0,0,Warning,1,0,0.214,Valid,4,0,Complete,0,0,26,Normal,Review,Temperature: Warning,No,
SHP0206,B0206,V002,Mumbai,Bengaluru,2026-08-01 09:21:00,2026-08-01 14:03:00,Completed,57,4,20.0,-15.416481106456176,-21.711950043283267,-20.603325514268462,1,0,Critical,1,0,0.126,Valid,3,0,Complete,0,0,139,Normal,Non-Compliant,Temperature: Critical,No,
SHP0207,B0207,V079,Coimbatore,Madurai,2026-08-04 08:22:00,2026-08-04 10:58:00,Completed,32,0,0.0,5.859318745514784,4.058206830921359,5.039316799539482,0,0,Compliant,1,0,0.181,Valid,2,0,Complete,0,1,54,Deviation,Review,Route deviation,No,
SHP0208,B0208,V017,Coimbatore,Salem,2026-08-07 05:14:00,2026-08-07 08:08:00,Completed,35,1,5.0,6.034390070273559,-2.022937730623948,4.800074730976039,2,0,Warning,1,0,0.292,Valid,3,0,Complete,1,0,90,Delayed,Review,Temperature: Warning; Traffic delay,No,
SHP0209,B0209,V007,Coimbatore,Hyderabad,2026-08-02 10:01:00,2026-08-02 15:19:00,Completed,64,4,20.0,-15.431975190437363,-22.00358287139803,-20.66589803866269,0,0,Critical,1,0,0.357,Valid,4,1,Review,0,0,49,Normal,Non-Compliant,Temperature: Critical; Missing custody signature,No,
SHP0210,B0210,V096,Coimbatore,Bangalore,2026-08-04 07:45:00,2026-08-04 09:04:00,Completed,16,0,0.0,-20.3721485652242,-21.674911631856467,-20.908975985570635,0,0,Compliant,1,0,0.094,Valid,4,0,Complete,0,0,27,Normal,Compliant,All compliance checks passed,No,
SHP0211,B0211,V056,Salem,Kochi,2026-08-05 09:39:00,2026-08-05 11:03:00,Completed,17,0,0.0,5.938249664758576,4.439971506239305,5.127771003753925,0,0,Compliant,1,0,0.191,Valid,2,0,Complete,1,0,74,Delayed,Compliant,Traffic delay,No,
SHP0212,B0212,V017,Bengaluru,Chennai,2026-08-03 10:06:00,2026-08-03 11:16:00,Completed,15,0,0.0,-20.30227555410276,-21.57728031751432,-20.919591165162267,0,0,Compliant,1,0,0.292,Valid,2,1,Review,2,0,57,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0213,B0213,V059,Chennai,Bangalore,2026-08-07 08:28:00,2026-08-07 12:42:00,Completed,51,0,0.0,-19.73689148678228,-21.78183720179331,-20.971587863417657,0,0,Compliant,1,0,0.226,Valid,4,0,Complete,0,0,35,Normal,Compliant,All compliance checks passed,No,
SHP0214,B0214,V024,Bangalore,Mumbai,2026-08-07 07:30:00,2026-08-07 09:48:00,Completed,28,0,0.0,-20.372592405810977,-21.845877439629493,-21.03469680674568,0,0,Compliant,1,0,0.332,Valid,3,1,Review,0,2,171,Deviation,Review,Missing custody signature; Route deviation,No,
SHP0215,B0215,V059,Hyderabad,Chennai,2026-08-03 07:26:00,2026-08-03 09:17:00,Completed,23,0,0.0,5.502478975765473,4.194374690304895,5.046179035640722,23,0,Compliant,1,1,0.283,Review,2,1,Review,1,0,41,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,No,
SHP0216,B0216,V008,Mumbai,Kochi,2026-08-04 09:38:00,2026-08-04 11:48:00,Completed,27,0,0.0,5.56807397551278,4.453520664932433,4.989211526808274,27,0,Compliant,1,1,0.126,Review,2,0,Complete,0,0,50,Normal,Review,Calibration issue,No,
SHP0217,B0217,V090,Salem,Bangalore,2026-08-06 09:46:00,2026-08-06 11:46:00,Completed,25,0,0.0,5.747626601471304,4.199303933009495,4.884201038122005,25,0,Compliant,1,1,0.953,Review,4,0,Complete,1,1,52,Deviation,Review,Calibration issue; Route deviation,No,
SHP0218,B0218,V100,Kochi,Bangalore,2026-08-04 05:31:00,2026-08-04 08:12:00,Completed,33,0,0.0,5.8182618190708615,4.137421849197986,4.945386695719376,4,0,Compliant,1,0,0.175,Valid,3,2,Review,0,0,11,Normal,Review,Missing custody signature,No,
SHP0219,B0219,V047,Bengaluru,Hyderabad,2026-08-04 07:53:00,2026-08-04 13:20:00,Completed,66,0,0.0,-20.103629377517684,-21.68607198828137,-21.004858996072983,66,0,Compliant,1,1,0.739,Review,3,1,Review,0,0,94,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0220,B0220,V051,Hyderabad,Madurai,2026-08-02 10:26:00,2026-08-02 13:57:00,Completed,43,0,0.0,-20.33333469630899,-22.00833880262909,-20.938098604767337,0,0,Compliant,1,0,0.209,Valid,4,1,Review,0,0,62,Normal,Review,Missing custody signature,No,
SHP0221,B0221,V036,Coimbatore,Chennai,2026-08-06 09:31:00,2026-08-06 12:17:00,Completed,34,0,0.0,5.643226898869092,4.269736801734156,4.99743075743005,0,0,Compliant,1,0,0.336,Valid,3,0,Complete,1,0,84,Delayed,Compliant,Traffic delay,No,
SHP0222,B0222,V008,Pune,Madurai,2026-08-03 06:00:00,2026-08-03 07:06:00,Completed,14,0,0.0,5.460666233218991,4.302186844557578,4.889862350698477,14,0,Compliant,1,1,0.186,Review,3,1,Review,0,0,0,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0223,B0223,V050,Bangalore,Bengaluru,2026-08-06 10:31:00,2026-08-06 12:47:00,Completed,28,0,0.0,-20.178194044238097,-21.67349302704562,-20.888398690987064,4,0,Compliant,1,0,0.286,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0224,B0224,V007,Bangalore,Mumbai,2026-08-03 05:46:00,2026-08-03 07:37:00,Completed,23,0,0.0,-20.26075635835777,-21.50514590149127,-20.906256174332437,0,0,Compliant,1,0,0.368,Valid,4,0,Complete,0,0,14,Normal,Compliant,All compliance checks passed,No,
SHP0225,B0225,V041,Kochi,Hyderabad,2026-08-07 08:18:00,2026-08-07 11:33:00,Completed,40,0,0.0,5.80542171785948,4.123208537488048,5.037762409593924,0,1,Compliant,1,0,0.373,Valid,3,0,Complete,0,0,50,Normal,Compliant,All compliance checks passed,No,
SHP0226,B0226,V097,Pune,Chennai,2026-08-05 05:52:00,2026-08-05 08:21:00,Completed,30,0,0.0,-20.4408622771874,-21.501609060971408,-20.96626235345233,0,0,Compliant,1,0,0.214,Valid,4,0,Complete,0,0,31,Normal,Compliant,All compliance checks passed,No,
SHP0227,B0227,V037,Chennai,Kochi,2026-08-02 07:51:00,2026-08-02 11:31:00,Completed,45,0,0.0,5.66567682191356,4.005017296517548,4.924628598890807,0,0,Compliant,1,0,0.3,Valid,2,1,Review,0,0,16,Normal,Review,Missing custody signature,No,
SHP0228,B0228,V005,Salem,Bangalore,2026-08-02 05:54:00,2026-08-02 07:17:00,Completed,17,0,0.0,-20.529199745283865,-21.70722268766976,-21.130905438022083,0,0,Compliant,1,0,0.115,Valid,2,0,Complete,0,0,32,Normal,Compliant,All compliance checks passed,No,
SHP0229,B0229,V052,Chennai,Coimbatore,2026-08-05 10:41:00,2026-08-05 13:08:00,Completed,30,0,0.0,6.107349442250378,4.229608872621959,4.980966442284943,30,0,Compliant,1,1,0.302,Review,2,0,Complete,0,0,38,Normal,Review,Calibration issue,No,
SHP0230,B0230,V031,Madurai,Pune,2026-08-06 09:17:00,2026-08-06 11:04:00,Completed,22,0,0.0,-20.21877612178404,-22.00864192058481,-21.06064694717828,0,0,Compliant,1,0,0.229,Valid,2,0,Complete,0,0,18,Normal,Compliant,All compliance checks passed,No,
SHP0231,B0231,V087,Madurai,Coimbatore,2026-08-07 05:25:00,2026-08-07 09:49:00,Completed,53,0,0.0,-20.23059460495862,-21.707366170255227,-20.980216237806733,0,0,Compliant,1,0,0.21,Valid,4,0,Complete,0,0,50,Normal,Compliant,All compliance checks passed,No,
SHP0232,B0232,V092,Pune,Kochi,2026-08-01 08:44:00,2026-08-01 13:48:00,Completed,61,1,5.0,5.722166738567912,-4.652145785157503,4.855811383047529,2,0,Warning,1,0,0.27,Valid,4,1,Review,0,0,12,Normal,Review,Temperature: Warning; Missing custody signature,No,
SHP0233,B0233,V023,Salem,Coimbatore,2026-08-02 05:08:00,2026-08-02 06:38:00,Completed,19,0,0.0,-20.306383218230952,-21.791607477395885,-21.055312282334786,19,0,Compliant,1,1,1.142,Review,3,0,Complete,1,0,16,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0234,B0234,V023,Coimbatore,Bangalore,2026-08-07 08:58:00,2026-08-07 14:05:00,Completed,62,0,0.0,5.810726846416957,4.149266604880294,4.989349179957041,0,0,Compliant,1,0,0.198,Valid,2,0,Complete,0,0,16,Normal,Compliant,All compliance checks passed,No,
SHP0235,B0235,V090,Bengaluru,Pune,2026-08-02 06:39:00,2026-08-02 10:53:00,Completed,51,0,0.0,-20.13127893304136,-21.956431426113586,-20.949046338028435,51,0,Compliant,1,1,0.953,Review,2,0,Complete,2,0,47,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0236,B0236,V085,Madurai,Bengaluru,2026-08-02 05:55:00,2026-08-02 08:01:00,Completed,26,4,20.0,11.34041837537992,4.178605380537644,5.901160756035304,2,0,Critical,1,0,0.381,Valid,2,0,Complete,0,1,68,Deviation,Non-Compliant,Temperature: Critical; Route deviation,No,
SHP0237,B0237,V007,Pune,Bangalore,2026-08-07 08:28:00,2026-08-07 09:51:00,Completed,17,0,0.0,5.86253985269172,3.901880178531046,4.878329732307994,17,0,Compliant,1,1,0.967,Review,3,0,Complete,0,0,25,Normal,Review,Calibration issue,No,
SHP0238,B0238,V033,Bangalore,Kochi,2026-08-06 10:20:00,2026-08-06 11:26:00,Completed,14,1,5.0,10.47967385084118,4.176335806523072,5.375455127339968,14,0,Warning,1,1,0.905,Review,2,0,Complete,0,1,32,Deviation,Review,Temperature: Warning; Calibration issue; Route deviation,No,
SHP0239,B0239,V091,Mumbai,Bengaluru,2026-08-03 10:36:00,2026-08-03 13:30:00,Completed,35,0,0.0,5.960633464412141,3.8792353722048434,4.999025243358536,0,0,Compliant,1,0,0.387,Valid,4,0,Complete,0,0,34,Normal,Compliant,All compliance checks passed,No,
SHP0240,B0240,V085,Madurai,Mumbai,2026-08-05 09:44:00,2026-08-05 11:32:00,Completed,22,4,20.0,-15.394833260009715,-21.68045618970689,-20.085925601874816,5,0,Critical,1,0,0.391,Valid,4,0,Complete,0,0,44,Normal,Non-Compliant,Temperature: Critical,No,
SHP0241,B0241,V079,Salem,Hyderabad,2026-08-01 08:22:00,2026-08-01 12:39:00,Completed,52,0,0.0,-19.987852132543324,-21.75319337866869,-20.990433307802977,0,0,Compliant,1,0,0.181,Valid,2,1,Review,0,0,48,Normal,Review,Missing custody signature,No,
SHP0242,B0242,V091,Coimbatore,Mumbai,2026-08-02 09:03:00,2026-08-02 10:08:00,Completed,14,0,0.0,-20.728812011641388,-21.537971114826068,-21.14081019755298,0,0,Compliant,1,0,0.387,Valid,2,0,Complete,0,0,16,Normal,Compliant,All compliance checks passed,No,
SHP0243,B0243,V080,Coimbatore,Mumbai,2026-08-01 08:54:00,2026-08-01 14:07:00,Completed,63,0,0.0,5.634960240966215,3.4310398993526627,4.930564792748369,0,0,Compliant,1,0,0.051,Valid,4,1,Review,0,0,36,Normal,Review,Missing custody signature,No,
SHP0244,B0244,V059,Coimbatore,Bangalore,2026-08-06 08:20:00,2026-08-06 11:23:00,Completed,37,0,0.0,-20.077745265053125,-21.8288540464386,-20.97618769024969,37,0,Compliant,1,1,0.283,Review,4,0,Complete,1,0,72,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0245,B0245,V090,Madurai,Kochi,2026-08-07 05:32:00,2026-08-07 08:26:00,Completed,35,0,0.0,5.866208580882622,4.324786269920929,4.905195697669038,35,0,Compliant,1,1,0.953,Review,4,0,Complete,0,0,56,Normal,Review,Calibration issue,No,
SHP0246,B0246,V010,Mumbai,Salem,2026-08-04 08:52:00,2026-08-04 11:52:00,Completed,37,0,0.0,5.82163697657439,4.455666008679568,5.051106304329724,37,0,Compliant,1,1,0.736,Review,3,0,Complete,0,0,55,Normal,Review,Calibration issue,No,
SHP0247,B0247,V062,Bangalore,Pune,2026-08-06 08:51:00,2026-08-06 14:44:00,Completed,71,0,0.0,-20.070956309894893,-21.93721564066073,-20.966338998795184,0,0,Compliant,1,0,0.358,Valid,4,0,Complete,1,0,51,Delayed,Compliant,Traffic delay,No,
SHP0248,B0248,V005,Pune,Bangalore,2026-08-05 08:28:00,2026-08-05 12:09:00,Completed,45,0,0.0,-20.33029169357155,-21.79933798685785,-21.046644344021583,0,0,Compliant,1,0,0.115,Valid,2,0,Complete,1,0,25,Delayed,Compliant,Traffic delay,No,
SHP0249,B0249,V057,Bangalore,Pune,2026-08-07 10:41:00,2026-08-07 11:50:00,Completed,14,1,5.0,10.056933586747473,4.473681036712744,5.487977828993892,2,0,Warning,1,0,0.238,Valid,2,0,Complete,1,0,87,Delayed,Review,Temperature: Warning; Traffic delay,No,
SHP0250,B0250,V087,Bangalore,Salem,2026-08-05 08:02:00,2026-08-05 13:47:00,Completed,70,0,0.0,5.794270564405936,4.016732227780393,4.963799611520598,4,0,Compliant,1,0,0.342,Valid,3,0,Complete,0,0,29,Normal,Compliant,All compliance checks passed,No,
SHP0251,B0251,V035,Mumbai,Chennai,2026-08-03 05:50:00,2026-08-03 09:25:00,Completed,44,0,0.0,-19.99873128363772,-22.088981656396776,-21.08087561957058,0,0,Compliant,1,0,0.113,Valid,4,0,Complete,0,0,15,Normal,Compliant,All compliance checks passed,No,
SHP0252,B0252,V012,Mumbai,Hyderabad,2026-08-01 10:42:00,2026-08-01 15:35:00,Completed,59,4,20.0,11.98291562638181,4.3070021620130685,5.370609434168058,1,0,Critical,1,0,0.242,Valid,2,1,Review,0,0,25,Normal,Non-Compliant,Temperature: Critical; Missing custody signature,No,
SHP0253,B0253,V045,Madurai,Chennai,2026-08-02 06:54:00,2026-08-02 11:46:00,Completed,59,0,0.0,-20.32571929838601,-22.09617056881397,-21.0033824937307,59,0,Compliant,1,1,0.394,Review,4,0,Complete,1,0,54,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0254,B0254,V082,Madurai,Mumbai,2026-08-02 09:38:00,2026-08-02 14:40:00,Completed,61,0,0.0,-20.212497076226416,-21.942281396050944,-20.954841754811834,0,0,Compliant,1,0,0.394,Valid,4,0,Complete,0,0,61,Normal,Compliant,All compliance checks passed,No,
SHP0255,B0255,V057,Madurai,Pune,2026-08-04 05:06:00,2026-08-04 07:59:00,Completed,35,0,0.0,-20.17583092062212,-21.800682400690214,-20.98535230333936,0,0,Compliant,1,0,0.238,Valid,3,0,Complete,1,0,52,Delayed,Compliant,Traffic delay,No,
SHP0256,B0256,V022,Chennai,Madurai,2026-08-04 07:53:00,2026-08-04 11:22:00,Completed,42,0,0.0,6.02910095569779,4.003535436739416,5.015738099370164,42,0,Compliant,1,1,0.989,Review,3,1,Review,0,1,98,Deviation,Non-Compliant,Calibration issue; Missing custody signature; Route deviation,No,
SHP0257,B0257,V021,Mumbai,Madurai,2026-08-02 10:06:00,2026-08-02 11:29:00,Completed,17,0,0.0,-20.40058145573206,-21.747892664782,-20.97267450993265,17,0,Compliant,1,1,0.128,Review,2,0,Complete,1,0,61,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0258,B0258,V087,Coimbatore,Pune,2026-08-01 06:52:00,2026-08-01 11:21:00,Completed,54,0,0.0,-19.947045518129,-21.60666501851437,-21.00485415637301,0,0,Compliant,1,0,0.052,Valid,4,0,Complete,0,0,62,Normal,Compliant,All compliance checks passed,No,
SHP0259,B0259,V021,Bangalore,Kochi,2026-08-06 09:12:00,2026-08-06 11:48:00,Completed,32,0,0.0,-20.239740383311165,-21.594949778561592,-21.03500404324215,32,0,Compliant,1,1,0.128,Review,3,0,Complete,0,0,26,Normal,Review,Calibration issue,No,
SHP0260,B0260,V005,Bangalore,Salem,2026-08-07 06:29:00,2026-08-07 09:06:00,Completed,32,0,0.0,5.846929657748381,4.243186571005732,4.99972476281382,0,0,Compliant,1,0,0.115,Valid,3,0,Complete,0,0,52,Normal,Compliant,All compliance checks passed,No,
SHP0261,B0261,V065,Madurai,Bangalore,2026-08-07 08:02:00,2026-08-07 10:05:00,Completed,25,0,0.0,5.747410875229236,3.875748673352766,4.864280453291181,0,0,Compliant,1,0,0.21,Valid,3,0,Complete,0,0,42,Normal,Compliant,All compliance checks passed,No,
SHP0262,B0262,V034,Pune,Bengaluru,2026-08-02 09:08:00,2026-08-02 14:23:00,Completed,64,0,0.0,6.120549195853991,4.112956367939194,5.007918457700064,0,0,Compliant,1,0,0.136,Valid,3,0,Complete,1,0,28,Delayed,Compliant,Traffic delay,No,
SHP0263,B0263,V071,Chennai,Mumbai,2026-08-03 10:03:00,2026-08-03 15:46:00,Completed,69,0,0.0,-20.214578866582475,-21.75588139344861,-21.01322718724174,0,0,Compliant,1,0,0.15,Valid,3,0,Complete,1,1,115,Deviation,Review,Route deviation,No,
SHP0264,B0264,V004,Salem,Bengaluru,2026-08-02 08:59:00,2026-08-02 14:19:00,Completed,65,0,0.0,-20.14051748242517,-22.29302617300497,-21.076079572681618,65,0,Compliant,1,1,0.8,Review,2,2,Review,0,0,8,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0265,B0265,V037,Coimbatore,Bengaluru,2026-08-05 06:46:00,2026-08-05 08:51:00,Completed,26,0,0.0,-20.197436544914822,-22.20742270822712,-20.88993931372625,0,0,Compliant,1,0,0.3,Valid,3,1,Review,0,0,0,Normal,Review,Missing custody signature,No,
SHP0266,B0266,V058,Bangalore,Salem,2026-08-03 10:38:00,2026-08-03 14:22:00,Completed,45,0,0.0,-20.31785505739477,-21.76150376225784,-21.04738560992332,4,1,Compliant,1,0,0.055,Valid,2,0,Complete,0,0,36,Normal,Compliant,All compliance checks passed,No,
SHP0267,B0267,V072,Mumbai,Salem,2026-08-06 08:38:00,2026-08-06 11:45:00,Completed,38,0,0.0,5.658141980908298,4.473824693645096,4.92560018445963,0,0,Compliant,1,0,0.136,Valid,3,0,Complete,0,0,28,Normal,Compliant,All compliance checks passed,No,
SHP0268,B0268,V001,Kochi,Salem,2026-08-02 07:18:00,2026-08-02 12:09:00,Completed,59,0,0.0,5.588683559344756,4.220163930909587,4.929961285086699,0,0,Compliant,1,0,0.359,Valid,3,0,Complete,0,1,96,Deviation,Review,Route deviation,No,
SHP0269,B0269,V024,Coimbatore,Salem,2026-08-02 09:44:00,2026-08-02 15:06:00,Completed,65,0,0.0,-20.10675363314713,-22.189322468517023,-21.02541271392369,0,0,Compliant,1,0,0.236,Valid,2,0,Complete,1,0,17,Delayed,Compliant,Traffic delay,No,
SHP0270,B0270,V070,Kochi,Mumbai,2026-08-04 07:45:00,2026-08-04 13:28:00,Completed,69,0,0.0,-20.131522855575003,-21.66896181032494,-20.967493853774155,0,0,Compliant,1,0,0.13,Valid,2,0,Complete,0,0,56,Normal,Compliant,All compliance checks passed,No,
SHP0271,B0271,V086,Hyderabad,Bengaluru,2026-08-07 10:18:00,2026-08-07 14:14:00,Completed,48,0,0.0,5.692207180731184,3.821238312286394,4.975470607328231,0,1,Compliant,1,0,0.051,Valid,3,0,Complete,0,0,45,Normal,Compliant,All compliance checks passed,No,
SHP0272,B0272,V020,Coimbatore,Mumbai,2026-08-02 09:44:00,2026-08-02 13:29:00,Completed,46,0,0.0,5.588264796260916,4.250053737799315,4.991605619933745,46,0,Compliant,1,1,0.703,Review,4,0,Complete,0,0,16,Normal,Review,Calibration issue,No,
SHP0273,B0273,V032,Bangalore,Madurai,2026-08-05 09:30:00,2026-08-05 15:28:00,Completed,72,0,0.0,-20.05615429635996,-22.35023164007104,-20.976600928321023,0,0,Compliant,1,0,0.252,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0274,B0274,V006,Bengaluru,Salem,2026-08-04 10:47:00,2026-08-04 16:20:00,Completed,67,0,0.0,6.085926775794529,3.893069830959041,5.025365400256257,0,0,Compliant,1,0,0.105,Valid,2,0,Complete,1,0,56,Delayed,Compliant,Traffic delay,No,
SHP0275,B0275,V096,Kochi,Salem,2026-08-01 05:33:00,2026-08-01 07:27:00,Completed,23,0,0.0,-20.22041475542096,-21.870219510795028,-21.134538808874854,0,0,Compliant,1,0,0.287,Valid,4,0,Complete,0,1,94,Deviation,Review,Route deviation,No,
SHP0276,B0276,V057,Chennai,Salem,2026-08-05 06:03:00,2026-08-05 07:31:00,Completed,18,0,0.0,-20.358519257813228,-21.52347365239565,-20.97624588662628,0,0,Compliant,1,0,0.238,Valid,2,0,Complete,1,1,75,Deviation,Review,Route deviation,No,
SHP0277,B0277,V031,Hyderabad,Kochi,2026-08-05 06:18:00,2026-08-05 09:26:00,Completed,38,0,0.0,-19.64889270348425,-21.56998846872617,-20.912289806393424,0,0,Compliant,1,0,0.229,Valid,3,1,Review,1,0,32,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0278,B0278,V087,Coimbatore,Chennai,2026-08-06 10:50:00,2026-08-06 14:21:00,Completed,43,0,0.0,-20.312624153758915,-21.95541258499108,-21.09171224208662,0,0,Compliant,1,0,0.052,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0279,B0279,V095,Hyderabad,Mumbai,2026-08-01 05:22:00,2026-08-01 10:13:00,Completed,59,4,20.0,-15.745683161489094,-22.32844582223565,-20.723515698944944,5,0,Critical,1,0,0.261,Valid,2,0,Complete,0,0,22,Normal,Non-Compliant,Temperature: Critical,No,
SHP0280,B0280,V001,Bangalore,Bengaluru,2026-08-06 10:47:00,2026-08-06 16:34:00,Completed,70,0,0.0,5.745147648560071,3.836535702207798,5.01308032911635,0,0,Compliant,1,0,0.359,Valid,4,1,Review,0,0,22,Normal,Review,Missing custody signature,No,
SHP0281,B0281,V062,Hyderabad,Mumbai,2026-08-04 08:15:00,2026-08-04 13:36:00,Completed,65,0,0.0,-19.99065066744018,-21.80552990251244,-20.951746302738464,0,0,Compliant,1,0,0.358,Valid,2,1,Review,0,0,6,Normal,Review,Missing custody signature,No,
SHP0282,B0282,V054,Kochi,Chennai,2026-08-05 08:24:00,2026-08-05 12:57:00,Completed,55,0,0.0,6.040991949949725,3.813298772503708,5.0995662688319126,4,0,Compliant,1,0,0.13,Valid,3,0,Complete,0,0,17,Normal,Compliant,All compliance checks passed,No,
SHP0283,B0283,V005,Madurai,Mumbai,2026-08-01 05:00:00,2026-08-01 08:08:00,Completed,38,0,0.0,5.842034655733801,3.8800142789625656,4.949793108616769,0,1,Compliant,1,0,0.115,Valid,2,0,Complete,0,0,11,Normal,Compliant,All compliance checks passed,No,
