log_id,sensor_id,shipment_id,recorded_at,temperature_c,battery_level,signal_strength,network_status,transmission_status,buffer_status,retry_count,recovery_status
10925,S016,SHP0269,2026-08-02 10:04:00,-20.985851433164544,92.84,71,Online,Uploaded,Not Buffered,0,Not Required
10926,S016,SHP0269,2026-08-02 10:09:00,-21.43468432455389,75.84,72,Online,Uploaded,Not Buffered,0,Not Required
10927,S016,SHP0269,2026-08-02 10:14:00,-21.308507766670992,78.17,77,Online,Uploaded,Not Buffered,0,Not Required
10928,S016,SHP0269,2026-08-02 10:19:00,-21.201163860015207,76.46,78,Online,Uploaded,Not Buffered,0,Not Required
10929,S016,SHP0269,2026-08-02 10:24:00,-21.418277988351164,89.98,99,Online,Uploaded,Not Buffered,0,Not Required
10930,S016,SHP0269,2026-08-02 10:29:00,-21.08356718294835,84.46,96,Online,Uploaded,Not Buffered,0,Not Required
10931,S016,SHP0269,2026-08-02 10:34:00,-21.162806356722708,76.15,95,Online,Uploaded,Not Buffered,0,Not Required
10932,S016,SHP0269,2026-08-02 10:39:00,-20.259687543025706,78.21,91,Online,Uploaded,Not Buffered,0,Not Required
10933,S016,SHP0269,2026-08-02 10:44:00,-21.466389674272182,73.01,95,Online,Uploaded,Not Buffered,0,Not Required
10934,S016,SHP0269,2026-08-02 10:49:00,-20.958923793300563,94.77,71,Online,Uploaded,Not Buffered,0,Not Required
10935,S016,SHP0269,2026-08-02 10:54:00,-20.90086148723927,93.91,87,Online,Uploaded,Not Buffered,0,Not Required
10936,S016,SHP0269,2026-08-02 10:59:00,-21.42812821946073,72.66,78,Online,Uploaded,Not Buffered,0,Not Required
10937,S016,SHP0269,2026-08-02 11:04:00,-20.725269001818862,98.65,71,Online,Uploaded,Not Buffered,0,Not Required
10938,S016,SHP0269,2026-08-02 11:09:00,-21.159330805152653,83.02,97,Online,Uploaded,Not Buffered,0,Not Required
10939,S016,SHP0269,2026-08-02 11:14:00,-21.99695586063323,76.5,89,Online,Uploaded,Not Buffered,0,Not Required
10940,S016,SHP0269,2026-08-02 11:19:00,-20.73606015515817,99.82,72,Online,Uploaded,Not Buffered,0,Not Required
10941,S016,SHP0269,2026-08-02 11:24:00,-21.446776353640946,86.33,99,Online,Uploaded,Not Buffered,0,Not Required
10942,S016,SHP0269,2026-08-02 11:29:00,-21.41910997845564,82.01,73,Online,Uploaded,Not Buffered,0,Not Required
10943,S016,SHP0269,2026-08-02 11:34:00,-20.72483916684304,87.35,79,Online,Uploaded,Not Buffered,0,Not Required
10944,S016,SHP0269,2026-08-02 11:39:00,-21.13886459296738,87.71,92,Online,Uploaded,Not Buffered,0,Not Required
10945,S016,SHP0269,2026-08-02 11:44:00,-20.6328911397794,72.49,91,Online,Uploaded,Not Buffered,0,Not Required
10946,S016,SHP0269,2026-08-02 11:49:00,-20.515933561853878,71.43,70,Online,Uploaded,Not Buffered,0,Not Required
10947,S016,SHP0269,2026-08-02 11:54:00,-21.25797138412892,89.68,79,Online,Uploaded,Not Buffered,0,Not Required
10948,S016,SHP0269,2026-08-02 11:59:00,-20.682695001617983,74.85,99,Online,Uploaded,Not Buffered,0,Not Required
10949,S016,SHP0269,2026-08-02 12:04:00,-21.302184320557156,71.16,99,Online,Uploaded,Not Buffered,0,Not Required
10950,S016,SHP0269,2026-08-02 12:09:00,-20.10675363314713,86.85,86,Online,Uploaded,Not Buffered,0,Not Required
10951,S016,SHP0269,2026-08-02 12:14:00,-21.277182801812486,82.52,98,Online,Uploaded,Not Buffered,0,Not Required
10952,S016,SHP0269,2026-08-02 12:19:00,-20.589565023616,97.77,83,Online,Uploaded,Not Buffered,0,Not Required
10953,S016,SHP0269,2026-08-02 12:24:00,-20.66248398964737,97.48,82,Online,Uploaded,Not Buffered,0,Not Required
10954,S016,SHP0269,2026-08-02 12:29:00,-20.873564871156425,92.44,71,Online,Uploaded,Not Buffered,0,Not Required
10955,S016,SHP0269,2026-08-02 12:34:00,-21.268217264566672,96.29,72,Online,Uploaded,Not Buffered,0,Not Required
10956,S016,SHP0269,2026-08-02 12:39:00,-21.060558996776564,71.19,89,Online,Uploaded,Not Buffered,0,Not Required
10957,S016,SHP0269,2026-08-02 12:44:00,-21.86143524517782,74.33,79,Online,Uploaded,Not Buffered,0,Not Required
10958,S016,SHP0269,2026-08-02 12:49:00,-20.9102319846471,95.37,100,Online,Uploaded,Not Buffered,0,Not Required
10959,S016,SHP0269,2026-08-02 12:54:00,-20.860153867588647,77.73,76,Online,Uploaded,Not Buffered,0,Not Required
10960,S016,SHP0269,2026-08-02 12:59:00,-20.94660023237545,92.28,98,Online,Uploaded,Not Buffered,0,Not Required
10961,S016,SHP0269,2026-08-02 13:04:00,-22.189322468517023,79.07,80,Online,Uploaded,Not Buffered,0,Not Required
10962,S016,SHP0269,2026-08-02 13:09:00,-21.506254578035925,96.64,78,Online,Uploaded,Not Buffered,0,Not Required
10963,S016,SHP0269,2026-08-02 13:14:00,-21.299236393139463,76.29,71,Online,Uploaded,Not Buffered,0,Not Required
10964,S016,SHP0269,2026-08-02 13:19:00,-20.88333642672438,72.24,76,Online,Uploaded,Not Buffered,0,Not Required
10965,S016,SHP0269,2026-08-02 13:24:00,-20.884264437742807,90.86,71,Online,Uploaded,Not Buffered,0,Not Required
10966,S016,SHP0269,2026-08-02 13:29:00,-21.068089516788472,99.53,88,Online,Uploaded,Not Buffered,0,Not Required
10967,S016,SHP0269,2026-08-02 13:34:00,-20.745901785358416,84.57,73,Online,Uploaded,Not Buffered,0,Not Required
10968,S016,SHP0269,2026-08-02 13:39:00,-21.41049695012116,97.84,100,Online,Uploaded,Not Buffered,0,Not Required
10969,S016,SHP0269,2026-08-02 13:44:00,-20.7559059977224,76.16,73,Online,Uploaded,Not Buffered,0,Not Required
10970,S016,SHP0269,2026-08-02 13:49:00,-20.810103158064045,81.46,87,Online,Uploaded,Not Buffered,0,Not Required
10971,S016,SHP0269,2026-08-02 13:54:00,-20.848978106864838,79.72,72,Online,Uploaded,Not Buffered,0,Not Required
10972,S016,SHP0269,2026-08-02 13:59:00,-21.072816172434266,72.97,85,Online,Uploaded,Not Buffered,0,Not Required
10973,S016,SHP0269,2026-08-02 14:04:00,-20.26770247006749,96.51,92,Online,Uploaded,Not Buffered,0,Not Required
10974,S016,SHP0269,2026-08-02 14:09:00,-20.802721724604048,84.87,95,Online,Uploaded,Not Buffered,0,Not Required
10975,S016,SHP0269,2026-08-02 14:14:00,-21.387334345301426,96.31,76,Online,Uploaded,Not Buffered,0,Not Required
10976,S016,SHP0269,2026-08-02 14:19:00,-20.90067780970561,91.16,95,Online,Uploaded,Not Buffered,0,Not Required
10977,S016,SHP0269,2026-08-02 14:24:00,-20.69900664917031,90.46,88,Online,Uploaded,Not Buffered,0,Not Required
10978,S016,SHP0269,2026-08-02 14:29:00,-21.235243439569725,95.43,99,Online,Uploaded,Not Buffered,0,Not Required
10979,S016,SHP0269,2026-08-02 14:34:00,-20.56429110122756,99.89,70,Online,Uploaded,Not Buffered,0,Not Required
10980,S016,SHP0269,2026-08-02 14:39:00,-20.847186517713595,97.19,79,Online,Uploaded,Not Buffered,0,Not Required
10981,S016,SHP0269,2026-08-02 14:44:00,-21.93699133506614,96.02,91,Online,Uploaded,Not Buffered,0,Not Required
10982,S016,SHP0269,2026-08-02 14:49:00,-20.880131209064828,99.12,75,Online,Uploaded,Not Buffered,0,Not Required
10983,S016,SHP0269,2026-08-02 14:54:00,-21.162411661765088,86.67,86,Online,Uploaded,Not Buffered,0,Not Required
10984,S016,SHP0269,2026-08-02 14:59:00,-20.785128074183305,72.65,90,Online,Uploaded,Not Buffered,0,Not Required
10985,S016,SHP0269,2026-08-02 15:04:00,-20.622314063899275,73.58,72,Online,Uploaded,Not Buffered,0,Not Required
10986,S124,SHP0270,2026-08-04 07:45:00,-20.921935181143272,72.25,92,Online,Uploaded,Not Buffered,0,Not Required
10987,S124,SHP0270,2026-08-04 07:50:00,-20.333899106422123,88.23,99,Online,Uploaded,Not Buffered,0,Not Required
10988,S124,SHP0270,2026-08-04 07:55:00,-21.0714827538254,84.29,83,Online,Uploaded,Not Buffered,0,Not Required
10989,S124,SHP0270,2026-08-04 08:00:00,-20.75007287077845,81.06,86,Online,Uploaded,Not Buffered,0,Not Required
10990,S124,SHP0270,2026-08-04 08:05:00,-20.67802297054506,78.84,82,Online,Uploaded,Not Buffered,0,Not Required
10991,S124,SHP0270,2026-08-04 08:10:00,-21.03893838755709,75.63,83,Online,Uploaded,Not Buffered,0,Not Required
10992,S124,SHP0270,2026-08-04 08:15:00,-20.68849027680889,77.17,72,Online,Uploaded,Not Buffered,0,Not Required
10993,S124,SHP0270,2026-08-04 08:20:00,-21.237869194864867,98.92,95,Online,Uploaded,Not Buffered,0,Not Required
10994,S124,SHP0270,2026-08-04 08:25:00,-21.16902736760849,97.54,71,Online,Uploaded,Not Buffered,0,Not Required
10995,S124,SHP0270,2026-08-04 08:30:00,-21.524995476134524,79.05,85,Online,Uploaded,Not Buffered,0,Not Required
10996,S124,SHP0270,2026-08-04 08:35:00,-20.90343635345198,89.73,73,Online,Uploaded,Not Buffered,0,Not Required
10997,S124,SHP0270,2026-08-04 08:40:00,-20.869899329658264,73.66,82,Online,Uploaded,Not Buffered,0,Not Required
10998,S124,SHP0270,2026-08-04 08:45:00,-20.52829473656831,99.96,88,Online,Uploaded,Not Buffered,0,Not Required
10999,S124,SHP0270,2026-08-04 08:50:00,-20.683543998257647,77.49,75,Online,Uploaded,Not Buffered,0,Not Required
11000,S124,SHP0270,2026-08-04 08:55:00,-21.11391822265897,73.57,74,Online,Uploaded,Not Buffered,0,Not Required
11001,S124,SHP0270,2026-08-04 09:00:00,-21.47127187493371,96.31,79,Online,Uploaded,Not Buffered,0,Not Required
11002,S124,SHP0270,2026-08-04 09:05:00,-20.82685983899201,91.3,72,Online,Uploaded,Not Buffered,0,Not Required
11003,S124,SHP0270,2026-08-04 09:10:00,-20.555698731034145,97.6,72,Online,Uploaded,Not Buffered,0,Not Required
11004,S124,SHP0270,2026-08-04 09:15:00,-20.697926010478422,79.94,76,Online,Uploaded,Not Buffered,0,Not Required
11005,S124,SHP0270,2026-08-04 09:20:00,-20.566208990057085,87.9,83,Online,Uploaded,Not Buffered,0,Not Required
11006,S124,SHP0270,2026-08-04 09:25:00,-21.084755812479298,98.97,83,Online,Uploaded,Not Buffered,0,Not Required
11007,S124,SHP0270,2026-08-04 09:30:00,-21.186647587270254,81.66,75,Online,Uploaded,Not Buffered,0,Not Required
11008,S124,SHP0270,2026-08-04 09:35:00,-21.29476054089272,86.44,83,Online,Uploaded,Not Buffered,0,Not Required
11009,S124,SHP0270,2026-08-04 09:40:00,-21.02235858664544,80.33,96,Online,Uploaded,Not Buffered,0,Not Required
11010,S124,SHP0270,2026-08-04 09:45:00,-21.031436318387527,99.95,75,Online,Uploaded,Not Buffered,0,Not Required
11011,S124,SHP0270,2026-08-04 09:50:00,-20.917328948584352,92.73,75,Online,Uploaded,Not Buffered,0,Not Required
11012,S124,SHP0270,2026-08-04 09:55:00,-21.051718982814204,92.19,85,Online,Uploaded,Not Buffered,0,Not Required
11013,S124,SHP0270,2026-08-04 10:00:00,-21.053451091890707,72.25,98,Online,Uploaded,Not Buffered,0,Not Required
11014,S124,SHP0270,2026-08-04 10:05:00,-21.31067762118886,88.99,74,Online,Uploaded,Not Buffered,0,Not Required
11015,S124,SHP0270,2026-08-04 10:10:00,-20.623352394579403,84.6,79,Online,Uploaded,Not Buffered,0,Not Required
11016,S124,SHP0270,2026-08-04 10:15:00,-20.96939277510252,71.95,95,Online,Uploaded,Not Buffered,0,Not Required
11017,S124,SHP0270,2026-08-04 10:20:00,-21.069777573714116,84.0,92,Online,Uploaded,Not Buffered,0,Not Required
11018,S124,SHP0270,2026-08-04 10:25:00,-21.29897170129968,87.92,87,Online,Uploaded,Not Buffered,0,Not Required
11019,S124,SHP0270,2026-08-04 10:30:00,-21.532765244156437,78.28,89,Online,Uploaded,Not Buffered,0,Not Required
11020,S124,SHP0270,2026-08-04 10:35:00,-20.476814322980264,97.45,86,Online,Uploaded,Not Buffered,0,Not Required
11021,S124,SHP0270,2026-08-04 10:40:00,-20.778144516747275,82.78,81,Online,Uploaded,Not Buffered,0,Not Required
11022,S124,SHP0270,2026-08-04 10:45:00,-21.649567137027987,78.47,89,Online,Uploaded,Not Buffered,0,Not Required
11023,S124,SHP0270,2026-08-04 10:50:00,-20.694743079716137,99.46,88,Online,Uploaded,Not Buffered,0,Not Required
11024,S124,SHP0270,2026-08-04 10:55:00,-20.63100753190676,76.63,89,Online,Uploaded,Not Buffered,0,Not Required
11025,S124,SHP0270,2026-08-04 11:00:00,-20.95024955107963,70.92,71,Online,Uploaded,Not Buffered,0,Not Required
11026,S124,SHP0270,2026-08-04 11:05:00,-20.360755641699296,87.73,73,Online,Uploaded,Not Buffered,0,Not Required
11027,S124,SHP0270,2026-08-04 11:10:00,-20.913312143150847,91.02,90,Online,Uploaded,Not Buffered,0,Not Required
11028,S124,SHP0270,2026-08-04 11:15:00,-21.56672941117968,82.98,80,Online,Uploaded,Not Buffered,0,Not Required
11029,S124,SHP0270,2026-08-04 11:20:00,-20.85393239958067,98.17,81,Online,Uploaded,Not Buffered,0,Not Required
11030,S124,SHP0270,2026-08-04 11:25:00,-20.90204107931491,82.06,99,Online,Uploaded,Not Buffered,0,Not Required
11031,S124,SHP0270,2026-08-04 11:30:00,-21.24131873951126,80.92,81,Online,Uploaded,Not Buffered,0,Not Required
11032,S124,SHP0270,2026-08-04 11:35:00,-20.77057646524903,78.89,86,Online,Uploaded,Not Buffered,0,Not Required
11033,S124,SHP0270,2026-08-04 11:40:00,-21.667066106476344,95.55,74,Online,Uploaded,Not Buffered,0,Not Required
11034,S124,SHP0270,2026-08-04 11:45:00,-20.603773269022884,83.45,75,Online,Uploaded,Not Buffered,0,Not Required
11035,S124,SHP0270,2026-08-04 11:50:00,-21.351248681442183,72.59,93,Online,Uploaded,Not Buffered,0,Not Required
11036,S124,SHP0270,2026-08-04 11:55:00,-21.393978450046813,81.69,74,Online,Uploaded,Not Buffered,0,Not Required
11037,S124,SHP0270,2026-08-04 12:00:00,-21.04552990892299,92.81,74,Online,Uploaded,Not Buffered,0,Not Required
11038,S124,SHP0270,2026-08-04 12:05:00,-20.826810828782545,82.15,81,Online,Uploaded,Not Buffered,0,Not Required
11039,S124,SHP0270,2026-08-04 12:10:00,-20.934430374562627,77.77,70,Online,Uploaded,Not Buffered,0,Not Required
11040,S124,SHP0270,2026-08-04 12:15:00,-21.29706366630895,70.24,97,Online,Uploaded,Not Buffered,0,Not Required
11041,S124,SHP0270,2026-08-04 12:20:00,-21.20243571647676,89.9,70,Online,Uploaded,Not Buffered,0,Not Required
11042,S124,SHP0270,2026-08-04 12:25:00,-21.453216938950984,78.82,72,Online,Uploaded,Not Buffered,0,Not Required
11043,S124,SHP0270,2026-08-04 12:30:00,-21.089871960651948,97.63,90,Online,Uploaded,Not Buffered,0,Not Required
11044,S124,SHP0270,2026-08-04 12:35:00,-20.569991514195635,95.16,73,Online,Uploaded,Not Buffered,0,Not Required
11045,S124,SHP0270,2026-08-04 12:40:00,-21.001705175057552,99.6,70,Online,Uploaded,Not Buffered,0,Not Required
11046,S124,SHP0270,2026-08-04 12:45:00,-20.65623429809622,85.28,82,Online,Uploaded,Not Buffered,0,Not Required
11047,S124,SHP0270,2026-08-04 12:50:00,-20.417839464909523,98.83,100,Online,Uploaded,Not Buffered,0,Not Required
11048,S124,SHP0270,2026-08-04 12:55:00,-21.235207407614787,75.4,97,Online,Uploaded,Not Buffered,0,Not Required
11049,S124,SHP0270,2026-08-04 13:00:00,-21.074629301222146,93.62,71,Online,Uploaded,Not Buffered,0,Not Required
11050,S124,SHP0270,2026-08-04 13:05:00,-20.131522855575003,83.35,86,Online,Uploaded,Not Buffered,0,Not Required
11051,S124,SHP0270,2026-08-04 13:10:00,-20.42226263520802,73.08,95,Online,Uploaded,Not Buffered,0,Not Required
11052,S124,SHP0270,2026-08-04 13:15:00,-21.66896181032494,70.1,70,Online,Uploaded,Not Buffered,0,Not Required
11053,S124,SHP0270,2026-08-04 13:20:00,-20.84514067357564,99.41,90,Online,Uploaded,Not Buffered,0,Not Required
11054,S124,SHP0270,2026-08-04 13:25:00,-20.99977600306412,82.28,83,Online,Uploaded,Not Buffered,0,Not Required
11055,S079,SHP0271,2026-08-07 10:18:00,5.330581244343505,86.09,74,Online,Uploaded,Not Buffered,0,Not Required
11056,S079,SHP0271,2026-08-07 10:23:00,4.702008493005978,84.15,70,Online,Uploaded,Not Buffered,0,Not Required
11057,S079,SHP0271,2026-08-07 10:28:00,4.664156651183731,75.77,75,Online,Uploaded,Not Buffered,0,Not Required
11058,S079,SHP0271,2026-08-07 10:33:00,4.729571713882557,73.34,93,Online,Uploaded,Not Buffered,0,Not Required
11059,S079,SHP0271,2026-08-07 10:38:00,4.771228581520627,96.11,81,Online,Uploaded,Not Buffered,0,Not Required
11060,S079,SHP0271,2026-08-07 10:43:00,5.326129666723606,74.84,91,Online,Uploaded,Not Buffered,0,Not Required
11061,S079,SHP0271,2026-08-07 10:48:00,4.527519530740448,74.28,77,Online,Uploaded,Not Buffered,0,Not Required
11062,S079,SHP0271,2026-08-07 10:53:00,4.750954440016272,75.43,74,Online,Uploaded,Not Buffered,0,Not Required
11063,S079,SHP0271,2026-08-07 10:58:00,4.284395043799424,74.65,87,Online,Uploaded,Not Buffered,0,Not Required
11064,S079,SHP0271,2026-08-07 11:03:00,5.402847129364949,86.08,70,Online,Uploaded,Not Buffered,0,Not Required
11065,S079,SHP0271,2026-08-07 11:08:00,5.508412039772456,79.8,85,Online,Uploaded,Not Buffered,0,Not Required
11066,S079,SHP0271,2026-08-07 11:13:00,4.869170627654485,85.78,74,Online,Uploaded,Not Buffered,0,Not Required
11067,S079,SHP0271,2026-08-07 11:18:00,4.880820254074711,100.0,81,Online,Uploaded,Not Buffered,0,Not Required
11068,S079,SHP0271,2026-08-07 11:23:00,5.181288760913159,87.86,88,Online,Uploaded,Not Buffered,0,Not Required
11069,S079,SHP0271,2026-08-07 11:28:00,5.589792802951302,70.04,71,Online,Uploaded,Not Buffered,0,Not Required
11070,S079,SHP0271,2026-08-07 11:33:00,5.163444299025567,71.17,72,Online,Uploaded,Not Buffered,0,Not Required
11071,S079,SHP0271,2026-08-07 11:38:00,4.720983223009954,86.63,94,Online,Uploaded,Not Buffered,0,Not Required
11072,S079,SHP0271,2026-08-07 11:43:00,4.352470971205424,88.16,84,Online,Uploaded,Not Buffered,0,Not Required
11073,S079,SHP0271,2026-08-07 11:48:00,4.553949494934605,76.85,73,Online,Uploaded,Not Buffered,0,Not Required
11074,S079,SHP0271,2026-08-07 11:53:00,5.029287780124986,93.45,98,Online,Uploaded,Not Buffered,0,Not Required
11075,S079,SHP0271,2026-08-07 11:58:00,4.737868990719682,73.46,92,Online,Uploaded,Not Buffered,0,Not Required
11076,S079,SHP0271,2026-08-07 12:03:00,5.077987082396303,80.41,77,Online,Uploaded,Not Buffered,0,Not Required
11077,S079,SHP0271,2026-08-07 12:08:00,4.7788303935055065,94.78,70,Online,Uploaded,Not Buffered,0,Not Required
11078,S079,SHP0271,2026-08-07 12:13:00,4.576741427482236,93.23,100,Online,Uploaded,Not Buffered,0,Not Required
11079,S079,SHP0271,2026-08-07 12:18:00,4.529187347418771,79.56,76,Online,Uploaded,Not Buffered,0,Not Required
11080,S079,SHP0271,2026-08-07 12:23:00,5.624941803749292,98.31,94,Online,Uploaded,Not Buffered,0,Not Required
11081,S079,SHP0271,2026-08-07 12:28:00,5.355595099673457,74.37,99,Online,Uploaded,Not Buffered,0,Not Required
11082,S079,SHP0271,2026-08-07 12:33:00,5.692207180731184,89.29,94,Online,Uploaded,Not Buffered,0,Not Required
11083,S079,SHP0271,2026-08-07 12:38:00,5.215980360302041,73.94,88,Online,Uploaded,Not Buffered,0,Not Required
11084,S079,SHP0271,2026-08-07 12:43:00,4.828003436554065,70.23,96,Online,Uploaded,Not Buffered,0,Not Required
11085,S079,SHP0271,2026-08-07 12:48:00,5.529336368995975,83.1,99,Online,Uploaded,Not Buffered,0,Not Required
11086,S079,SHP0271,2026-08-07 12:53:00,4.986772799455293,89.19,73,Online,Uploaded,Not Buffered,0,Not Required
11087,S079,SHP0271,2026-08-07 12:58:00,5.088336708116141,89.95,99,Online,Uploaded,Not Buffered,0,Not Required
11088,S079,SHP0271,2026-08-07 13:03:00,4.982870248369792,84.68,100,Online,Uploaded,Not Buffered,0,Not Required
11089,S079,SHP0271,2026-08-07 13:08:00,3.821238312286394,87.96,71,Online,Uploaded,Not Buffered,0,Not Required
11090,S079,SHP0271,2026-08-07 13:13:00,5.641894004917941,85.73,84,Online,Uploaded,Not Buffered,0,Not Required
11091,S079,SHP0271,2026-08-07 13:18:00,,73.83,70,Online,Uploaded,Not Buffered,0,Not Required
11092,S079,SHP0271,2026-08-07 13:23:00,5.131929224347404,70.52,87,Online,Uploaded,Not Buffered,0,Not Required
11093,S079,SHP0271,2026-08-07 13:28:00,4.975289575091776,70.71,72,Online,Uploaded,Not Buffered,0,Not Required
11094,S079,SHP0271,2026-08-07 13:33:00,5.065371128154452,73.07,79,Online,Uploaded,Not Buffered,0,Not Required
11095,S079,SHP0271,2026-08-07 13:38:00,4.761088425661501,97.3,79,Online,Uploaded,Not Buffered,0,Not Required
11096,S079,SHP0271,2026-08-07 13:43:00,5.246631740922909,98.3,92,Online,Uploaded,Not Buffered,0,Not Required
11097,S079,SHP0271,2026-08-07 13:48:00,4.477160662240348,79.04,77,Online,Uploaded,Not Buffered,0,Not Required
11098,S079,SHP0271,2026-08-07 13:53:00,5.074427372988219,79.99,89,Online,Uploaded,Not Buffered,0,Not Required
11099,S079,SHP0271,2026-08-07 13:58:00,5.224629388228442,73.79,94,Online,Uploaded,Not Buffered,0,Not Required
11100,S079,SHP0271,2026-08-07 14:03:00,4.920532346470838,85.32,94,Online,Uploaded,Not Buffered,0,Not Required
11101,S079,SHP0271,2026-08-07 14:08:00,5.14834711698841,72.87,99,Online,Uploaded,Not Buffered,0,Not Required
11102,S079,SHP0271,2026-08-07 14:13:00,4.6034662431063,77.88,90,Online,Uploaded,Not Buffered,0,Not Required
11103,S009,SHP0272,2026-08-02 09:44:00,4.613669291641615,86.52,74,Online,Uploaded,Not Buffered,0,Not Required
11104,S009,SHP0272,2026-08-02 09:49:00,5.094686848410557,72.55,75,Online,Uploaded,Not Buffered,0,Not Required
11105,S009,SHP0272,2026-08-02 09:54:00,5.271419861848421,90.22,86,Online,Uploaded,Not Buffered,0,Not Required
11106,S009,SHP0272,2026-08-02 09:59:00,4.250053737799315,88.31,99,Online,Uploaded,Not Buffered,0,Not Required
11107,S009,SHP0272,2026-08-02 10:04:00,5.208808254044307,81.57,70,Online,Uploaded,Not Buffered,0,Not Required
11108,S009,SHP0272,2026-08-02 10:09:00,4.782719399849465,80.33,94,Online,Uploaded,Not Buffered,0,Not Required
11109,S009,SHP0272,2026-08-02 10:14:00,4.922877565077035,86.78,99,Online,Uploaded,Not Buffered,0,Not Required
11110,S009,SHP0272,2026-08-02 10:19:00,4.464192830573985,99.04,92,Online,Uploaded,Not Buffered,0,Not Required
11111,S009,SHP0272,2026-08-02 10:24:00,4.659353103925317,99.86,91,Online,Uploaded,Not Buffered,0,Not Required
11112,S009,SHP0272,2026-08-02 10:29:00,5.386450130212125,86.75,84,Online,Uploaded,Not Buffered,0,Not Required
11113,S009,SHP0272,2026-08-02 10:34:00,5.013145349592086,73.46,94,Online,Uploaded,Not Buffered,0,Not Required
11114,S009,SHP0272,2026-08-02 10:39:00,4.846888639316177,72.92,74,Online,Uploaded,Not Buffered,0,Not Required
11115,S009,SHP0272,2026-08-02 10:44:00,4.953404658947586,89.82,96,Online,Uploaded,Not Buffered,0,Not Required
11116,S009,SHP0272,2026-08-02 10:49:00,5.195684729865721,97.15,93,Online,Uploaded,Not Buffered,0,Not Required
11117,S009,SHP0272,2026-08-02 10:54:00,5.176197798465335,77.52,84,Online,Uploaded,Not Buffered,0,Not Required
11118,S009,SHP0272,2026-08-02 10:59:00,4.96998919984128,97.12,99,Online,Uploaded,Not Buffered,0,Not Required
11119,S009,SHP0272,2026-08-02 11:04:00,5.437183644358667,91.61,96,Online,Uploaded,Not Buffered,0,Not Required
11120,S009,SHP0272,2026-08-02 11:09:00,5.388185054762666,87.27,89,Online,Uploaded,Not Buffered,0,Not Required
11121,S009,SHP0272,2026-08-02 11:14:00,5.165348811652159,94.43,80,Online,Uploaded,Not Buffered,0,Not Required
11122,S009,SHP0272,2026-08-02 11:19:00,5.021844713164028,79.69,87,Online,Uploaded,Not Buffered,0,Not Required
11123,S009,SHP0272,2026-08-02 11:24:00,5.262928438047815,97.45,81,Online,Uploaded,Not Buffered,0,Not Required
11124,S009,SHP0272,2026-08-02 11:29:00,5.125706968720474,81.16,95,Online,Uploaded,Not Buffered,0,Not Required
11125,S009,SHP0272,2026-08-02 11:34:00,5.424320028722379,79.18,88,Online,Uploaded,Not Buffered,0,Not Required
11126,S009,SHP0272,2026-08-02 11:39:00,5.359824550695323,70.63,94,Online,Uploaded,Not Buffered,0,Not Required
11127,S009,SHP0272,2026-08-02 11:44:00,4.592698439432908,78.35,94,Online,Uploaded,Not Buffered,0,Not Required
11128,S009,SHP0272,2026-08-02 11:49:00,4.5656147317033176,96.84,88,Online,Uploaded,Not Buffered,0,Not Required
11129,S009,SHP0272,2026-08-02 11:54:00,4.719500182238369,95.02,70,Online,Uploaded,Not Buffered,0,Not Required
11130,S009,SHP0272,2026-08-02 11:59:00,5.390455476026768,98.94,89,Online,Uploaded,Not Buffered,0,Not Required
11131,S009,SHP0272,2026-08-02 12:04:00,4.369476401291502,89.13,88,Online,Uploaded,Not Buffered,0,Not Required
11132,S009,SHP0272,2026-08-02 12:09:00,5.1579029556431975,78.94,92,Online,Uploaded,Not Buffered,0,Not Required
11133,S009,SHP0272,2026-08-02 12:14:00,5.145017236437185,74.6,98,Online,Uploaded,Not Buffered,0,Not Required
11134,S009,SHP0272,2026-08-02 12:19:00,5.465059223474477,94.03,89,Online,Uploaded,Not Buffered,0,Not Required
11135,S009,SHP0272,2026-08-02 12:24:00,5.072135476265555,70.44,83,Online,Uploaded,Not Buffered,0,Not Required
11136,S009,SHP0272,2026-08-02 12:29:00,4.462716243766439,91.84,72,Online,Uploaded,Not Buffered,0,Not Required
11137,S009,SHP0272,2026-08-02 12:34:00,4.616258015740751,79.95,82,Online,Uploaded,Not Buffered,0,Not Required
11138,S009,SHP0272,2026-08-02 12:39:00,4.52720179124087,77.22,84,Online,Uploaded,Not Buffered,0,Not Required
11139,S009,SHP0272,2026-08-02 12:44:00,4.784822413466744,92.68,84,Online,Uploaded,Not Buffered,0,Not Required
11140,S009,SHP0272,2026-08-02 12:49:00,4.926839373030429,83.32,81,Online,Uploaded,Not Buffered,0,Not Required
11141,S009,SHP0272,2026-08-02 12:54:00,4.533823389511578,72.49,71,Online,Uploaded,Not Buffered,0,Not Required
11142,S009,SHP0272,2026-08-02 12:59:00,5.588264796260916,74.32,80,Online,Uploaded,Not Buffered,0,Not Required
11143,S009,SHP0272,2026-08-02 13:04:00,4.469887451219024,72.8,83,Online,Uploaded,Not Buffered,0,Not Required
11144,S009,SHP0272,2026-08-02 13:09:00,5.5384413695449926,82.55,77,Online,Uploaded,Not Buffered,0,Not Required
11145,S009,SHP0272,2026-08-02 13:14:00,5.474065212575736,72.07,87,Online,Uploaded,Not Buffered,0,Not Required
11146,S009,SHP0272,2026-08-02 13:19:00,5.359321019875615,96.97,88,Online,Uploaded,Not Buffered,0,Not Required
